analysis_spec,sample_role,ccn_str,facility_name_treatment,analysis_state,year,ever_treated,treat_year,post_treat,event_time,did_treat,deal_id,reit_name,platform_name,ownership_effective_date,source_group,verification_tier,ltcfocus_state,ltcfocus_county,facility_name_ltcfocus,ltcfocus_total_beds,ltcfocus_occupancy_pct,ltcfocus_residents,baseline_medicaid_share,baseline_medicaid_n_years,baseline_window_start,baseline_window_end,baseline_method,valid_pseudocohorts,ltcfocus_medicaid_share,ltcfocus_medicare_share,ltcfocus_directcare_hprd,ltcfocus_rn_hprd,ltcfocus_lpn_hprd,ltcfocus_cna_hprd,sample_main_staffing,treated_ever,matched_sample,analysis_sample_label
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2009,0,,0,,0,,,,,,,CT,3.0,PINES AT BRISTOL FOR NURSING & REHABIL,132.0,95.45,2.0,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,67.46,13.49,3.771825396825397,0.4115079365079366,0.9464285714285712,2.413888888888889,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2010,0,,0,,0,,,,,,,CT,3.0,PINES AT BRISTOL FOR NURSING & REHABIL,132.0,96.21,1.0,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,62.2,18.11,3.4854330708661414,0.3192913385826771,0.7669291338582678,2.399212598425197,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2011,0,,0,,0,,,,,,,CT,3.0,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",132.0,99.24,,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,70.23,14.5,3.379,0.377,0.649,2.353,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2012,0,,0,,0,,,,,,,CT,3.0,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",132.0,93.94,,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,66.94,12.9,3.696,0.487,0.827,2.383,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2013,0,,0,,0,,,,,,,CT,3.0,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",132.0,95.45,,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,74.6,9.52,3.532,0.55,0.718,2.264,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2014,0,,0,,0,,,,,,,CT,3.0,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",132.0,96.21,,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,62.99,10.24,3.544,0.549,0.724,2.27,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2015,0,,0,,0,,,,,,,CT,3.0,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",132.0,97.73,,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,63.57,14.73,3.376,0.5,0.718,2.159,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2016,0,,0,,0,,,,,,,CT,3.0,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",132.0,90.15,,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,68.07,9.24,3.669,0.408,0.871,2.389,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2017,0,,0,,0,,,,,,,CT,3.0,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",132.0,93.18,,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,73.98,7.32,3.538,0.389,0.8,2.35,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2018,0,,0,,0,,,,,,,CT,3.0,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",132.0,94.7,,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,70.4,7.2,3.228,0.396,0.793,2.038,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2019,0,,0,,0,,,,,,,CT,3.0,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",132.0,97.73,,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,64.34,10.08,3.2236097440944884,0.3477454478346457,0.8466689222440945,2.029195374015748,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2020,0,,0,,0,,,,,,,CT,3.0,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",132.0,96.97,,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,68.75,7.03,3.5556003584229385,0.4291442652329749,0.90625,2.2202060931899643,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2021,0,,0,,0,,,,,,,CT,3.0,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",132.0,97.73,,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,64.34,10.08,3.162,0.277,0.873,2.012,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2022,0,,0,,0,,,,,,,CT,3.0,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",132.0,96.21,,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,78.74,16.54,3.0919,0.3465,0.8863,1.8591,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",CT,2023,0,,0,,0,,,,,,,CT,3.0,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",132.0,96.21,,67.68792181069959,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,78.74,16.54,3.4946,0.3074,0.9946,2.1926,1,0,1,control_same_state_matched
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2009,1,2021.0,0,-12.0,0,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,93.33,1.0,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,46.43,33.93,3.570535714285714,0.7116071428571429,0.7441964285714285,2.1147321428571426,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2010,1,2021.0,0,-11.0,0,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,91.67,1.0,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,48.18,30.91,3.685454545454545,0.6954545454545454,0.7345454545454545,2.2554545454545454,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2011,1,2021.0,0,-10.0,0,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,86.67,,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,50.96,27.88,3.929,0.807,0.76,2.363,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2012,1,2021.0,0,-9.0,0,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,90.83,,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,55.05,22.94,3.531,0.702,0.648,2.181,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2013,1,2021.0,0,-8.0,0,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,95.83,,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,57.39,27.83,3.443,0.668,0.657,2.118,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2014,1,2021.0,0,-7.0,0,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,92.5,,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,54.05,33.33,3.395,0.684,0.655,2.055,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2015,1,2021.0,0,-6.0,0,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,95.83,,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,50.43,33.04,3.386,0.777,0.513,2.096,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2016,1,2021.0,0,-5.0,0,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,88.33,,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,54.72,25.47,3.487,0.86,0.522,2.105,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2017,1,2021.0,0,-4.0,0,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,84.17,,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,67.33,21.78,3.591,0.791,0.585,2.215,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2018,1,2021.0,0,-3.0,0,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,81.67,,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,77.55,12.24,3.330185701318253,0.812437792461351,0.5089167521860521,0.0,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2019,1,2021.0,0,-2.0,0,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,93.33,,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,74.11,8.93,3.4756226387171374,0.8744494641572031,0.4917823718913432,2.109390802668591,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2020,1,2021.0,0,-1.0,0,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,93.33,,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,74.11,8.93,3.560281088461531,0.7144086438958935,0.6936756390915493,2.1521968054740883,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2021,1,2021.0,1,0.0,1,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,89.17,,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,78.5,11.21,3.067,0.377,0.841,1.849,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2022,1,2021.0,1,1.0,1,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,GLENDALE CENTER,120.0,89.17,,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,78.5,11.21,3.1073,0.1816,0.8348,2.0909,1,1,1,REIT003
reit_extended_same_state_matched,treated,075240,COMPLETE CARE AT GLENDALE,CT,2023,1,2021.0,1,2.0,1,REIT003,Welltower,Aurora / Complete Care former Genesis subset,2021.0,welltower_aurora_2021_reverse_engineered,reverse_engineered,CT,9.0,COMPLETE CARE AT GLENDALE,120.0,95.83,,59.192499999999995,12.0,2009.0,2020.0,treated_all_preyears,,79.13,8.7,3.1253,0.0876,0.8976,2.1401,1,1,1,REIT003
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2009,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERR HEALTH CTR,205.0,97.56,3.0,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,66.5,22.0,3.2784999999999997,0.30075,0.8049999999999998,2.1727499999999997,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2010,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERR HEALTH CTR,205.0,93.66,2.0,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,79.17,12.5,3.27890625,0.2604166666666667,0.8223958333333332,2.1960937499999997,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2011,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERR HEALTH CTR,205.0,97.56,,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,84.0,8.5,3.255,0.361,0.68,2.215,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2012,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERR HEALTH CTR,205.0,97.56,,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,81.5,10.0,3.589,0.362,0.842,2.386,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2013,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERR HEALTH CTR,205.0,96.1,,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,77.66,14.21,3.241,0.11,0.887,2.244,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2014,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERR HEALTH CTR,205.0,94.15,,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,79.79,14.51,3.639,0.289,0.891,2.459,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2015,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERR HEALTH CTR,205.0,93.17,,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,80.63,8.38,3.906,0.367,1.013,2.526,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2016,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERR HEALTH CTR,205.0,95.12,,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,88.72,5.13,3.362,0.274,0.848,2.241,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2017,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERR HEALTH CTR,205.0,97.56,,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,89.5,5.5,3.28,0.178,0.878,2.224,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2018,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERR HEALTH CTR,205.0,97.56,,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,89.5,5.5,3.28,0.178,0.878,2.224,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2019,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERR HEALTH CTR,205.0,97.07,,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,88.94,5.53,3.2514004250234256,0.0935844171435161,0.8461395110843715,2.3116764967955383,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2020,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERR HEALTH CTR,205.0,97.07,,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,88.94,5.53,3.1091229772771207,0.1112891900967732,0.9606742619898035,2.0371595251905443,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2021,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERR HEALTH CTR,205.0,97.07,,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,88.94,5.53,2.877,0.03,0.892,1.956,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2022,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERRACE HEALTH CENTER,205.0,94.15,,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,84.46,9.33,2.8492,0.1447,0.6574,2.0471,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075351,ABBOTT TERRACE HEALTH CENTER,CT,2023,0,,0,,0,,,,,,,CT,9.0,ABBOTT TERRACE HEALTH CENTER,205.0,94.15,,80.279341563786,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,84.46,9.33,3.2583,0.0747,0.9405,2.2431,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2009,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,97.73,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,90.7,2.33,2.869767441860465,0.5581395348837209,0.2651162790697674,2.046511627906977,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2010,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,95.45,0.0,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,85.71,4.76,2.6440476190476185,0.4345238095238094,0.2630952380952381,1.9464285714285712,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2011,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,97.73,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,90.7,4.65,2.492,0.581,0.233,1.678,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2012,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,100.0,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,97.73,0.0,2.614,0.406,0.243,1.965,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2013,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,95.45,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,95.24,2.38,2.402,0.442,0.255,1.706,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2014,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,90.91,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,97.5,0.0,2.398,0.456,0.241,1.7,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2015,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,95.45,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,85.71,0.0,2.592,0.52,0.237,1.835,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2016,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,84.09,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,89.19,2.7,2.742,0.593,0.257,1.892,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2017,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,95.45,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,2.38,95.24,2.333,0.585,0.244,1.505,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2018,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,81.82,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,88.89,8.33,2.601946024972341,0.6656946420104316,0.2825588746641378,0.0,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2019,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,79.55,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,97.14,2.86,2.663406827880512,0.627311522048364,0.3646159317211948,1.671479374110953,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2020,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,79.55,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,97.14,2.86,2.740171370967742,0.6796875,0.2589045698924731,1.8015793010752688,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2021,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,81.82,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,91.67,2.78,2.469,0.791,0.18,1.499,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2022,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,81.82,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,91.67,2.78,3.1071,0.8146,0.3397,1.9528,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,075431,"TWIN MAPLES HEALTHCARE, INC",CT,2023,0,,0,,0,,,,,,,CT,7.0,"TWIN MAPLES HEALTHCARE, INC",44.0,84.09,,87.87358024691358,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,81.08,2.7,2.9175,0.6533,0.3856,1.8786,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,085001,KENTMERE REHABILITATION AND HEALTHCARE CENTER,DE,2009,0,,0,,0,,,,,,,DE,3.0,KENTMERE,106.0,91.51,1.0,55.86246913580246,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,61.86,11.34,4.023195876288661,0.6783505154639174,0.9304123711340206,2.414432989690722,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,085001,KENTMERE REHABILITATION AND HEALTHCARE CENTER,DE,2010,0,,0,,0,,,,,,,DE,3.0,KENTMERE,106.0,90.57,1.0,55.86246913580246,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,69.79,9.38,4.119791666666667,0.7588541666666666,0.7583333333333333,2.6026041666666666,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,085001,KENTMERE REHABILITATION AND HEALTHCARE CENTER,DE,2011,0,,0,,0,,,,,,,DE,3.0,KENTMERE,106.0,93.4,,55.86246913580246,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,63.64,20.2,3.683,0.732,0.728,2.223,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,085001,KENTMERE REHABILITATION AND HEALTHCARE CENTER,DE,2012,0,,0,,0,,,,,,,DE,3.0,KENTMERE,106.0,93.4,,55.86246913580246,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,63.64,20.2,3.683,0.732,0.728,2.223,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,085001,KENTMERE REHABILITATION AND HEALTHCARE CENTER,DE,2013,0,,0,,0,,,,,,,DE,3.0,KENTMERE REHABILITATION AND HEALTHCARE CENTER,106.0,98.11,,55.86246913580246,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,58.65,20.19,3.48,0.786,0.618,2.076,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,085001,KENTMERE REHABILITATION AND HEALTHCARE CENTER,DE,2014,0,,0,,0,,,,,,,DE,3.0,KENTMERE REHABILITATION AND HEALTHCARE CENTER,106.0,94.34,,55.86246913580246,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,33.0,19.0,3.708,1.003,0.507,2.198,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,085001,KENTMERE REHABILITATION AND HEALTHCARE CENTER,DE,2015,0,,0,,0,,,,,,,DE,3.0,KENTMERE REHABILITATION AND HEALTHCARE CENTER,106.0,91.51,,55.86246913580246,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,6.19,23.71,3.452,0.87,0.552,2.03,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,085001,KENTMERE REHABILITATION AND HEALTHCARE CENTER,DE,2016,0,,0,,0,,,,,,,DE,3.0,KENTMERE REHABILITATION AND HEALTHCARE CENTER,106.0,88.68,,55.86246913580246,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,64.89,14.89,3.684,0.732,0.694,2.257,1,0,1,control_same_state_matched
reit_extended_same_state_matched,control,085001,KENTMERE REHABILITATION AND HEALTHCARE CENTER,DE,2017,0,,0,,0,,,,,,,DE,3.0,KENTMERE REHABILITATION AND HEALTHCARE CENTER,106.0,93.4,,55.86246913580246,6.0,2009.0,2020.0,control_weighted_pseudocohort_reit,3.0,58.59,24.24,3.696,0.732,0.651,2.313,1,0,1,control_same_state_matched
