ccn_str,facility_name_reit_file,state,owner_cluster,year,event_time,ltcfocus_facility_name,ltcfocus_state,ltcfocus_total_beds,ltcfocus_residents,ltcfocus_avg_dailycensus,ltcfocus_medicaid_share,ltcfocus_medicare_share,ltcfocus_rn_hprd,ltcfocus_lpn_hprd,ltcfocus_cna_hprd,ltcfocus_directcare_hprd,ltcfocus_obs_rehosprate,ltcfocus_adj_rehosprate,ltcfocus_source_file,cms_provider_name,cms_ownership_type,cms_legal_business_name,cms_certified_beds,cms_average_residents,cms_chow_last_12mos,cms_overall_rating,cms_survey_rating,cms_quality_rating,cms_staffing_rating,cms_rn_staffing_rating,cms_provider_aide_hprd,cms_provider_lpn_hprd,cms_provider_rn_hprd,cms_provider_total_licensed_hprd,cms_provider_total_nurse_hprd,cms_provider_pt_hprd,cms_staffing_file_quarters,cms_staffing_file_aide_hprd,cms_staffing_file_lpn_hprd,cms_staffing_file_rn_hprd,cms_staffing_file_total_licensed_hprd,cms_staffing_file_total_nurse_hprd,cms_staffing_file_pt_hprd,cms_staffing_file_expected_aide,cms_staffing_file_expected_lpn,cms_staffing_file_expected_rn,cms_staffing_file_expected_total,cms_staffing_file_adjusted_aide,cms_staffing_file_adjusted_lpn,cms_staffing_file_adjusted_rn,cms_staffing_file_adjusted_total,cms_deficiency_citations,cms_deficiency_distinct_tags,cms_deficiency_complaint_citations,cms_deficiency_standard_citations,cms_deficiency_unique_survey_dates,cms_survey_summary_health_deficiencies,cms_survey_summary_fire_deficiencies,cms_survey_summary_health_severity_score,cms_survey_summary_health_ij_count,cms_survey_summary_health_severe_count
155775,CUMBERLAND POINTE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2013,-2,CUMBERLAND POINTE HEALTH CAMPUS,IN,71,,56.58,29.85,22.39,0.404,0.866,1.823,3.093,0.15,0.1599,facility_2013.xls,CUMBERLAND POINTE HEALTH CAMPUS,FOR PROFIT - CORPORATION,"TRILOGY HEALTHCARE OF TIPPECANOE, LLC",71,71,N,5,3,5,4,5,1.89,0.62,0.89,1.51,3.4,0.16,4.0,1.91,0.6825,0.845,1.5275,3.435,0.15,2.6260000000000003,0.61775,0.94875,4.195,1.78,0.9175,0.6699999999999999,3.3,6.0,6.0,3.0,4.0,3.0,,,,,
155775,CUMBERLAND POINTE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2014,-1,CUMBERLAND POINTE HEALTH CAMPUS,IN,71,,58.74,34.43,19.67,0.722,0.791,1.83,3.343,0.1837,0.1887,facility_2014.xls,CUMBERLAND POINTE HEALTH CAMPUS,For profit - Corporation,"TRILOGY HEALTHCARE OF TIPPECANOE, LLC",71,61,N,5,4,5,4,5,1.98115,0.79098,1.12541,1.91639,3.89754,0.09344,4.0,1.9706575,0.8469975000000001,0.8136275,1.660625,3.6312825,0.1067525,2.6143225,0.6503225,1.04299,4.307634999999999,1.8496225,1.08144,0.5801725,3.39683,5.0,5.0,0.0,5.0,2.0,,,,,
155775,CUMBERLAND POINTE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2015,0,CUMBERLAND POINTE HEALTH CAMPUS,IN,71,,64.58,30.0,16.67,0.865,0.825,1.479,3.169,0.178,0.1843,facility_2015.xls,CUMBERLAND POINTE HEALTH CAMPUS,For profit - Corporation,Legal Business Name Not Available,71,61,N,5,4,5,3,5,1.98115,0.79098,1.12541,1.91639,3.89754,0.09344,4.0,1.98115,0.79098,1.12541,1.91639,3.89754,0.09344,2.62785,0.66147,1.03952,4.32883,1.84986,0.99251,0.80894,3.62929,8.0,8.0,0.0,8.0,2.0,,,,,
155775,CUMBERLAND POINTE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2016,1,CUMBERLAND POINTE HEALTH CAMPUS,IN,71,,59.46,33.33,14.29,0.733,0.558,1.799,3.09,0.1154,,facility_2016.xls,CUMBERLAND POINTE HEALTH CAMPUS,Government - County,WITHAM MEMORIAL HOSPITAL,71,60,Y,5,4,5,4,5,1.95917,0.825,1.23167,2.05667,4.01584,0.1275,4.0,1.95917,0.825,1.23167,2.05667,4.01584,0.1275,2.6011575,0.660185,1.0634074999999998,4.3247575,1.8481049999999999,1.0375575,0.8657025,3.7432075,10.0,9.0,1.0,9.0,2.0,,,,,
155775,CUMBERLAND POINTE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2017,2,CUMBERLAND POINTE HEALTH CAMPUS,IN,71,54,61.42,39.68,17.46,0.855,0.538,0.876,2.269,0.1727,0.1733,facility_2017.xls,CUMBERLAND POINTE HEALTH CAMPUS,Government - County,WITHAM MEMORIAL HOSPITAL,71,63,N,3,2,5,3,5,2.04524,0.55794,1.14921,1.70714,3.75239,0.09444,,,,,,,,,,,,,,,,18.0,13.0,1.0,17.0,4.0,9,,,0,0
155777,CREASY SPRINGS HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2013,-2,CREASY SPRINGS HEALTH CAMPUS,IN,71,,65.08,14.29,39.68,0.677,1.742,2.841,5.26,0.1975,0.1724,facility_2013.xls,CREASY SPRINGS HEALTH CAMPUS,FOR PROFIT - CORPORATION,Legal Business Name Not Available,71,61,N,3,2,3,4,4,2.73,1.49,1.16,2.65,5.38,0.37,4.0,2.8275,1.5525,1.1624999999999999,2.715,5.5425,0.335,2.5715,0.6707500000000001,1.2215,4.465,2.6950000000000003,1.925,0.71,5.0075,8.0,7.0,6.0,2.0,3.0,,,,,
155777,CREASY SPRINGS HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2014,-1,CREASY SPRINGS HEALTH CAMPUS,IN,71,,66.77,11.48,27.87,1.399,1.178,2.575,5.152,0.1628,0.1472,facility_2014.xls,CREASY SPRINGS HEALTH CAMPUS,For profit - Corporation,TRILOGY HEALTHCARE OF LAFAYETTE LLC,71,61,N,4,3,4,5,5,2.80902,1.17787,1.98525,3.16311,5.97214,0.15,4.0,3.04392,1.6010125,1.3701225,2.9711325,6.015054999999999,0.20654999999999998,2.5386525,0.64354,1.1406375,4.3228275,2.9409275,2.0547250000000004,0.9078875,5.6113225,4.0,4.0,0.0,4.0,1.0,,,,,
155777,CREASY SPRINGS HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2015,0,CREASY SPRINGS HEALTH CAMPUS,IN,71,,64.39,29.31,29.31,1.397,1.289,2.646,5.331,0.1992,0.1777,facility_2015.xls,CREASY SPRINGS HEALTH CAMPUS,For profit - Corporation,HANCOCK REGIONAL HOSPITAL,71,61,Y,5,4,2,5,5,2.80902,1.17787,1.98525,3.16311,5.97214,0.15,4.0,2.80902,1.17787,1.98525,3.16311,5.97214,0.15,2.5349,0.61613,1.05647,4.20751,2.71904,1.58672,1.40408,5.72146,5.0,5.0,0.0,5.0,1.0,,,,,
155777,CREASY SPRINGS HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2016,1,CREASY SPRINGS HEALTH CAMPUS,IN,71,,58.24,39.22,15.69,1.336,1.514,2.756,5.606,0.1508,,facility_2016.xls,CREASY SPRINGS HEALTH CAMPUS,Government - County,HANCOCK REGIONAL HOSPITAL,71,58,N,5,4,2,5,5,3.05862,1.28879,2.05259,3.34138,6.4,0.08276,4.0,3.05862,1.28879,2.05259,3.34138,6.4,0.08276,2.46974,0.63499,1.06806,4.17279,3.03876,1.68458,1.43597,6.18238,3.0,3.0,1.0,2.0,2.0,,,,,
155777,CREASY SPRINGS HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2017,2,CREASY SPRINGS HEALTH CAMPUS,IN,71,62,65.12,37.29,27.12,0.753,0.827,1.397,2.977,0.1533,,facility_2017.xls,CREASY SPRINGS HEALTH CAMPUS,Government - County,HANCOCK REGIONAL HOSPITAL,71,51,N,4,4,1,5,5,3.13235,1.51373,1.95882,3.47255,6.6049,0.08137,,,,,,,,,,,,,,,,12.0,9.0,1.0,11.0,4.0,2,,,0,0
155779,PRAIRIE LAKES HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2013,-2,PRAIRIE LAKES HEALTH CAMPUS,IN,71,,61.63,13.79,32.76,0.654,1.942,3.162,5.759,0.1556,0.1812,facility_2013.xls,PRAIRIE LAKES HEALTH CAMPUS,FOR PROFIT - CORPORATION,Legal Business Name Not Available,71,66,N,4,3,4,4,4,2.09,2.19,0.89,3.08,5.17,0.22,4.0,2.09,2.19,0.89,3.08,5.17,0.22,2.464,0.639,1.137,4.24,2.08,2.85,0.58,4.92,16.0,15.0,7.0,10.0,3.0,,,,,
155779,PRAIRIE LAKES HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2014,-1,PRAIRIE LAKES HEALTH CAMPUS,IN,61,,51.79,17.31,25.0,0.593,1.644,2.147,4.385,0.2381,0.2327,facility_2014.xls,PRAIRIE LAKES HEALTH CAMPUS,For profit - Corporation,TRILOGY HEALTHCARE OF HAMILTON II LLC,61,58,N,2,2,3,,,,,,,,,4.0,3.25603,1.94224,1.04828,2.99052,6.24655,0.19741,2.5030675000000002,0.6199699999999999,1.1308175,4.2538525,3.176565,2.57289,0.682065,5.86866,12.0,12.0,0.0,12.0,2.0,,,,,
155779,PRAIRIE LAKES HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2015,0,PRAIRIE LAKES HEALTH CAMPUS,IN,61,,54.86,36.36,21.82,0.726,1.957,2.674,5.357,0.1724,0.1827,facility_2015.xls,PRAIRIE LAKES HEALTH CAMPUS,For profit - Corporation,HANCOCK REGIONAL HOSPITAL,61,52,Y,3,2,2,5,5,2.25673,1.64423,1.3625,3.00673,5.26346,0.22019,4.0,2.25673,1.64423,1.3625,3.00673,5.26346,0.22019,2.5682875000000003,0.6445025,1.112805,4.325595,2.1563725,2.117455,0.91505,4.90494,5.0,4.0,5.0,0.0,3.0,,,,,
155779,PRAIRIE LAKES HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2016,1,PRAIRIE LAKES HEALTH CAMPUS,IN,61,,49.07,38.0,22.0,0.652,1.483,2.2,4.335,0.1382,,facility_2016.xls,PRAIRIE LAKES HEALTH CAMPUS,For profit - Corporation,HANCOCK REGIONAL HOSPITAL,61,52,N,3,2,2,5,5,2.25673,1.64423,1.3625,3.00673,5.26346,0.22019,4.0,2.6519125,1.87901,1.2058550000000001,3.084865,5.7367775,0.209135,2.5759749999999997,0.6306775,1.1028099999999998,4.3094625,2.525,2.475535,0.8167275,5.3661975,9.0,8.0,2.0,7.0,2.0,,,,,
155779,PRAIRIE LAKES HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2017,2,PRAIRIE LAKES HEALTH CAMPUS,IN,61,44,47.43,50.98,7.84,0.479,0.972,1.716,3.167,0.1489,,facility_2017.xls,PRAIRIE LAKES HEALTH CAMPUS,Government - County,HANCOCK REGIONAL HOSPITAL,61,50,N,3,2,4,4,4,2.2,1.483,1.023,2.506,4.706,0.22,,,,,,,,,,,,,,,,33.0,18.0,17.0,19.0,9.0,3,,,0,0
155791,BLAIR RIDGE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2013,-2,BLAIR RIDGE HEALTH CAMPUS,IN,55,,51.26,28.85,32.69,0.401,0.884,1.874,3.159,0.1176,0.1185,facility_2013.xls,BLAIR RIDGE HEALTH CAMPUS,FOR PROFIT - CORPORATION,"TRILOGY HEALTHCARE OF MIAMI, LLC",55,28,N,4,3,2,5,5,2.77,0.89,1.28,2.17,4.94,0.16,4.0,2.5975,0.8875,1.1675,2.0549999999999997,4.6525,0.14250000000000002,2.5252499999999998,0.65325,1.1125,4.2875,2.5175,1.1300000000000001,0.79,4.365,13.0,11.0,3.0,10.0,2.0,,,,,
155791,BLAIR RIDGE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2014,-1,BLAIR RIDGE HEALTH CAMPUS,IN,55,,51.17,25.49,41.18,0.502,0.785,2.223,3.51,0.0779,0.085,facility_2014.xls,BLAIR RIDGE HEALTH CAMPUS,For profit - Corporation,"TRILOGY HEALTHCARE OF MIAMI, LLC",55,52,N,3,2,3,4,4,2.075,0.88365,0.82692,1.71058,3.78557,0.08654,4.0,2.075,0.88365,0.82692,1.71058,3.78557,0.08654,2.50491,0.6084,0.99799,4.1113,2.03258,1.20551,0.61912,3.71154,13.0,13.0,0.0,13.0,2.0,,,,,
155791,BLAIR RIDGE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2015,0,BLAIR RIDGE HEALTH CAMPUS,IN,55,,51.73,25.93,38.89,0.694,0.758,1.977,3.43,0.1377,0.1409,facility_2015.xls,BLAIR RIDGE HEALTH CAMPUS,For profit - Corporation,WITHAM MEMORIAL HOSPITAL,55,51,Y,3,2,3,4,4,2.3402,0.78529,0.82255,1.60784,3.94804,0.14412,4.0,2.3402,0.78529,0.82255,1.60784,3.94804,0.14412,2.4668,0.6262425,1.1001975000000002,4.19324,2.32835,1.0411925,0.5587774999999999,3.7962124999999998,17.0,17.0,0.0,17.0,2.0,,,,,
155791,BLAIR RIDGE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2016,1,BLAIR RIDGE HEALTH CAMPUS,IN,55,,49.48,27.45,31.37,0.625,0.658,2.033,3.316,0.1942,,facility_2016.xls,BLAIR RIDGE HEALTH CAMPUS,Government - County,WITHAM MEMORIAL HOSPITAL,55,54,Y,2,1,5,4,5,2.05463,0.75833,1.18056,1.93889,3.99352,0.15648,4.0,2.05463,0.75833,1.18056,1.93889,3.99352,0.15648,2.22196,0.61551,1.02991,3.86738,2.26892,1.02259,0.85649,4.16237,8.0,8.0,0.0,8.0,1.0,,,,,
155791,BLAIR RIDGE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2017,2,BLAIR RIDGE HEALTH CAMPUS,IN,55,45,50.64,35.19,33.33,0.457,0.519,1.287,2.264,0.1895,,facility_2017.xls,BLAIR RIDGE HEALTH CAMPUS,Government - County,WITHAM MEMORIAL HOSPITAL,55,51,N,4,2,5,4,5,2.15098,0.65784,1.00588,1.66373,3.8147,0.11078,,,,,,,,,,,,,,,,28.0,19.0,0.0,28.0,3.0,8,,,0,0
155795,AVALON SPRINGS HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2013,-2,AVALON SPRINGS HEALTH CAMPUS,IN,61,,56.05,17.54,57.89,0.289,1.719,2.021,4.029,,,facility_2013.xls,AVALON SPRINGS HEALTH CAMPUS,FOR PROFIT - CORPORATION,"TRILOGY HEALTHCARE OF PORTER, LLC",61,2,N,,,,,,,,,,,1000.0,4.0,2.1,1.72,0.66,2.38,4.48,750.04,2.294,0.66625,1.32075,4.28,2.18,2.14,0.37,4.13,41.0,25.0,32.0,19.0,6.0,,,,,
155795,AVALON SPRINGS HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2014,-1,AVALON SPRINGS HEALTH CAMPUS,IN,61,,58.35,27.59,48.28,0.616,1.339,2.105,4.059,0.1396,0.1426,facility_2014.xls,AVALON SPRINGS HEALTH CAMPUS,For profit - Corporation,"TRILOGY HEALTHCARE OF PORTER, LLC",61,58,N,2,1,5,4,5,2.18793,1.33879,1.20172,2.54052,4.72844,0.14655,4.0,2.1193500000000003,1.6241725,0.7951674999999999,2.4193425,4.53869,0.1590075,2.4325725,0.6596500000000001,1.2156375,4.307852499999999,2.137575,2.0499025,0.4902875,4.24642,15.0,13.0,3.0,12.0,3.0,,,,,
155795,AVALON SPRINGS HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2015,0,AVALON SPRINGS HEALTH CAMPUS,IN,61,,58.28,22.03,54.24,0.56,0.931,1.525,3.016,0.2034,0.2186,facility_2015.xls,AVALON SPRINGS HEALTH CAMPUS,Government - County,HANCOCK REGIONAL HOSPITAL,61,59,Y,2,1,5,,,,,,,,,4.0,2.18793,1.3387900000000001,1.20172,2.54052,4.72844,0.14655,2.4676,0.6893400000000001,1.2407225,4.3976625,2.16317,1.60747,0.72015,4.31228,21.0,21.0,8.0,13.0,4.0,,,,,
155795,AVALON SPRINGS HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2016,1,AVALON SPRINGS HEALTH CAMPUS,IN,61,,55.33,21.43,55.36,0.227,1.325,1.808,3.36,0.161,,facility_2016.xls,AVALON SPRINGS HEALTH CAMPUS,Government - County,HANCOCK REGIONAL HOSPITAL,61,59,N,2,1,5,,,,,,,,,4.0,1.7547300000000001,1.1935033333333334,0.7908200000000001,1.9843233333333334,3.739053333333333,0.10958333333333332,2.3586050000000003,0.6554475,1.1960625,4.2101125,1.8484566666666666,1.5453700000000001,0.49660333333333334,3.6228033333333336,8.0,8.0,1.0,7.0,2.0,,,,,
155795,AVALON SPRINGS HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2017,2,AVALON SPRINGS HEALTH CAMPUS,IN,61,48,56.95,22.64,39.62,0.543,0.976,2.088,3.608,0.1828,0.2056,facility_2017.xls,AVALON SPRINGS HEALTH CAMPUS,Government - County,HANCOCK REGIONAL HOSPITAL,61,53,N,5,3,5,4,4,2.28491,0.97642,0.80283,1.77925,4.06416,0.16604,,,,,,,,,,,,,,,,26.0,20.0,10.0,16.0,7.0,4,,,0,0
155797,ASPEN PLACE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2013,-2,ASPEN PLACE HEALTH CAMPUS,IN,64,,33.45,45.45,33.33,0.632,2.129,2.797,5.558,,,facility_2013.xls,ASPEN PLACE HEALTH CAMPUS,FOR PROFIT - CORPORATION,"TRILOGY HEALTHCARE OF GREENSBURG, LLC",64,2,N,,,,,,,,,,,1000.0,4.0,3.06,2.13,1.15,3.28,6.34,750.0375,2.4995000000000003,0.7,1.234,4.4350000000000005,2.95,2.63,0.69,5.74,12.0,10.0,5.0,7.0,2.0,,,,,
155797,ASPEN PLACE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2014,-1,ASPEN PLACE HEALTH CAMPUS,IN,64,,50.71,48.15,16.67,1.124,1.406,2.137,4.668,0.1261,0.1223,facility_2014.xls,ASPEN PLACE HEALTH CAMPUS,For profit - Corporation,"TRILOGY HEALTHCARE OF GREENSBURG, LLC",64,33,N,5,4,4,5,5,3.06364,2.12879,1.15152,3.2803,6.34395,0.14697,4.0,3.06364,2.12879,1.15152,3.2803,6.34395,0.14697,2.43653,0.65942,1.14825,4.2442,3.08522,2.67948,0.74933,6.02513,13.0,13.0,0.0,13.0,1.0,,,,,
155797,ASPEN PLACE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2015,0,ASPEN PLACE HEALTH CAMPUS,IN,64,,59.78,50.0,13.79,1.11,1.251,1.666,4.027,0.2057,0.2201,facility_2015.xls,ASPEN PLACE HEALTH CAMPUS,For profit - Corporation,HENRY COUNTY MEMORIAL HOSPITAL,64,54,Y,3,2,2,5,5,2.43704,1.40648,1.55926,2.96574,5.40278,0.10741,4.0,2.43704,1.40648,1.55926,2.96574,5.40278,0.10741,2.317145,0.68964,1.182945,4.1897375,2.5807275,1.6927675,0.985095,5.197975,7.0,7.0,0.0,7.0,2.0,,,,,
155797,ASPEN PLACE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2016,1,ASPEN PLACE HEALTH CAMPUS,IN,64,,53.6,42.37,22.03,0.472,0.998,1.193,2.664,0.1366,,facility_2016.xls,ASPEN PLACE HEALTH CAMPUS,Government - County,HENRY COUNTY MEMORIAL HOSPITAL,64,58,N,3,2,2,5,5,2.05,1.25086,1.40603,2.6569,4.70689,0.07155,4.0,2.05,1.25086,1.40603,2.6569,4.70689,0.07155,2.36543,0.6752549999999999,1.2014900000000002,4.242175,2.126665,1.53752,0.8780875,4.47317,13.0,11.0,12.0,3.0,2.0,,,,,
155797,ASPEN PLACE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2017,2,ASPEN PLACE HEALTH CAMPUS,IN,64,58,60.44,33.33,19.05,0.357,0.998,1.533,2.888,0.2117,,facility_2017.xls,ASPEN PLACE HEALTH CAMPUS,Non profit - Corporation,HENRY COUNTY MEMORIAL HOSPITAL,64,59,N,1,1,3,2,4,1.49831,0.99831,0.94746,1.94576,3.44408,0.06017,,,,,,,,,,,,,,,,31.0,23.0,13.0,20.0,5.0,3,,,0,0
155806,WELLBROOKE OF WABASH,IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,WELLBROOKE OF WABASH,FOR PROFIT - PARTNERSHIP,LCS WABASH LLC,70,5,N,,,,,,,,,,,1000.0,2.0,,,,,,1000.0,2.548,0.692,1.29,4.53,,,,,3.0,3.0,0.0,3.0,1.0,,,,,
155806,WELLBROOKE OF WABASH,IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,WELLBROOKE OF WABASH,For profit - Individual,LCS WABASH LLC,70,21,N,4,3,4,5,5,4.55476,1.1881,1.23333,2.42143,6.97619,0.09524,4.0,4.55476,1.1881,1.23333,2.42143,6.97619,0.09524,2.401535,0.6638075,1.261355,4.3267,4.7546333333333335,1.5156933333333333,0.74554,6.626923333333333,9.0,9.0,0.0,9.0,2.0,,,,,
155806,WELLBROOKE OF WABASH,IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,WELLBROOKE OF WABASH,For profit - Corporation,LCS WABASH LLC,70,32,N,4,3,4,4,3,3.34063,0.625,0.73594,1.36094,4.70157,0.15,4.0,3.6441625,0.765775,0.8602875000000001,1.6260625,5.270225,0.13631,2.2909725,0.660545,1.24875,4.200265,3.8946925,0.974665,0.5158025,5.0553475,11.0,11.0,0.0,11.0,2.0,,,,,
155806,WELLBROOKE OF WABASH,IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,WELLBROOKE OF WABASH,For profit - Corporation,WITHAM MEMORIAL HOSPITAL,70,32,Y,4,3,4,4,3,3.34063,0.625,0.73594,1.36094,4.70157,0.15,4.0,3.0555399999999997,0.8085249999999999,0.900355,1.7088800000000002,4.76442,0.142615,2.3616349999999997,0.6838,1.2364600000000001,4.2818950000000005,3.19293,0.9868349999999999,0.5502750000000001,4.4849499999999995,7.0,7.0,0.0,7.0,1.0,,,,,
155806,WELLBROOKE OF WABASH,IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,WELLBROOKE OF WABASH,Government - County,WITHAM MEMORIAL HOSPITAL,70,48,N,5,4,5,3,3,2.13438,1.02813,0.675,1.70313,3.83751,0.14167,,,,,,,,,,,,,,,,18.0,14.0,0.0,18.0,3.0,6,,,0,0
155811,WELLBROOKE OF AVON,IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155811,WELLBROOKE OF AVON,IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,WELLBROOKE OF AVON,For profit - Partnership,LCS AVON LLC,70,3,N,,,,,,,,,,,,3.0,,,,,,,2.49261,0.71762,1.46832,4.67855,,,,,4.0,4.0,3.0,1.0,2.0,,,,,
155811,WELLBROOKE OF AVON,IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,WELLBROOKE OF AVON,For profit - Corporation,Legal Business Name Not Available,70,54,N,4,3,4,5,5,2.5963,1.11944,2.03148,3.15093,5.74722,0.21204,4.0,2.5963,1.11944,2.03148,3.15093,5.74722,0.21204,2.454285,0.712765,1.4554874999999998,4.622529999999999,2.5968099999999996,1.303635,1.0430375,5.011835,18.0,17.0,4.0,14.0,2.0,,,,,
155811,WELLBROOKE OF AVON,IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,WELLBROOKE OF AVON,For profit - Corporation,Legal Business Name Not Available,70,54,N,5,4,5,5,5,2.5963,1.11944,2.03148,3.15093,5.74722,0.21204,4.0,2.2370574999999997,1.059425,1.436715,2.4961425,4.7331975,0.3198375,2.2208775,0.6717725,1.3849125,4.277565,2.4696825000000002,1.3097150000000002,0.7715175,4.447855000000001,,,,,,,,,,
155811,WELLBROOKE OF AVON,IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,WELLBROOKE OF AVON,For profit - Corporation,PUTNAM COUNTY HOSPITAL,70,36,N,4,2,5,4,4,1.94306,1.60694,0.89167,2.49861,4.44167,0.59583,,,,,,,,,,,,,,,,23.0,18.0,4.0,19.0,4.0,4,,,0,0
155812,WELLBROOKE OF CRAWFORDSVILLE,IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155812,WELLBROOKE OF CRAWFORDSVILLE,IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,WELLBROOKE OF CRAWFORDSVILLE,For profit - Corporation,LCS CRAWFORDSVILLE LLC,70,2,N,,,,,,,,,,,,3.0,,,,,,,2.47496,0.66682,1.33078,4.47256,,,,,2.0,2.0,0.0,2.0,1.0,,,,,
155812,WELLBROOKE OF CRAWFORDSVILLE,IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,WELLBROOKE OF CRAWFORDSVILLE,For profit - Corporation,Legal Business Name Not Available,70,42,N,4,5,1,5,5,3.53571,2.30595,2.61905,4.925,8.46071,0.30833,4.0,3.53571,2.30595,2.61905,4.925,8.46071,0.30833,2.3791525,0.6987,1.4039225,4.4817725,3.65827,2.7440175,1.39395,7.6202000000000005,15.0,15.0,0.0,15.0,2.0,,,,,
155812,WELLBROOKE OF CRAWFORDSVILLE,IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,WELLBROOKE OF CRAWFORDSVILLE,For profit - Corporation,Legal Business Name Not Available,70,42,N,5,5,2,5,5,3.53571,2.30595,2.61905,4.925,8.46071,0.30833,4.0,2.3174175,1.8713025,1.25618,3.127475,5.4449000000000005,0.2688275,2.3109825,0.64486,1.25654,4.2123825,2.4662175,2.4029725,0.72456,5.1834075,,,,,,,,,,
155812,WELLBROOKE OF CRAWFORDSVILLE,IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,WELLBROOKE OF CRAWFORDSVILLE,Government - County,PUTNAM COUNTY HOSPITAL,70,65,N,3,4,3,1,2,1.71154,0.92385,0.52692,1.45077,3.16231,0.15154,,,,,,,,,,,,,,,,10.0,8.0,1.0,9.0,3.0,0,,,0,0
155815,CLEARVISTA LAKE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155815,CLEARVISTA LAKE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,CLEARVISTA LAKE HEALTH CAMPUS,For profit - Corporation,RHS PARTNERS OF CASTLETON LLC,70,3,N,,,,,,,,,,,,2.0,,,,,,,2.40301,0.73306,1.33713,4.4732,,,,,8.0,7.0,7.0,1.0,3.0,,,,,
155815,CLEARVISTA LAKE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,CLEARVISTA LAKE HEALTH CAMPUS,For profit - Corporation,RHS PARTNERS OF CASTLETON LLC,70,58,N,2,1,2,5,5,2.40086,1.70172,1.22672,2.92845,5.3293,0.31034,4.0,2.40086,1.70172,1.22672,2.92845,5.3293,0.31034,2.40913,0.70042,1.3097949999999998,4.41934,2.43908,2.11512,0.71473,4.92085,22.0,17.0,13.0,9.0,6.0,,,,,
