ccn_str,facility_name_reit_file,state,owner_cluster,year,event_time,ltcfocus_facility_name,ltcfocus_state,ltcfocus_total_beds,ltcfocus_residents,ltcfocus_avg_dailycensus,ltcfocus_medicaid_share,ltcfocus_medicare_share,ltcfocus_rn_hprd,ltcfocus_lpn_hprd,ltcfocus_cna_hprd,ltcfocus_directcare_hprd,ltcfocus_obs_rehosprate,ltcfocus_adj_rehosprate,ltcfocus_source_file,cms_provider_name,cms_ownership_type,cms_legal_business_name,cms_certified_beds,cms_average_residents,cms_chow_last_12mos,cms_overall_rating,cms_survey_rating,cms_quality_rating,cms_staffing_rating,cms_rn_staffing_rating,cms_provider_aide_hprd,cms_provider_lpn_hprd,cms_provider_rn_hprd,cms_provider_total_licensed_hprd,cms_provider_total_nurse_hprd,cms_provider_pt_hprd,cms_staffing_file_quarters,cms_staffing_file_aide_hprd,cms_staffing_file_lpn_hprd,cms_staffing_file_rn_hprd,cms_staffing_file_total_licensed_hprd,cms_staffing_file_total_nurse_hprd,cms_staffing_file_pt_hprd,cms_staffing_file_expected_aide,cms_staffing_file_expected_lpn,cms_staffing_file_expected_rn,cms_staffing_file_expected_total,cms_staffing_file_adjusted_aide,cms_staffing_file_adjusted_lpn,cms_staffing_file_adjusted_rn,cms_staffing_file_adjusted_total,cms_deficiency_citations,cms_deficiency_distinct_tags,cms_deficiency_complaint_citations,cms_deficiency_standard_citations,cms_deficiency_unique_survey_dates,cms_survey_summary_health_deficiencies,cms_survey_summary_fire_deficiencies,cms_survey_summary_health_severity_score,cms_survey_summary_health_ij_count,cms_survey_summary_health_severe_count
155815,CLEARVISTA LAKE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,CLEARVISTA LAKE HEALTH CAMPUS,For profit - Corporation,WITHAM MEMORIAL HOSPITAL,70,58,Y,2,1,2,5,5,2.40086,1.70172,1.22672,2.92845,5.3293,0.31034,4.0,2.367235,1.65288,1.1289025000000001,2.7817925,5.1490175,0.2759375,2.3912725,0.6533800000000001,1.2535875,4.29823,2.4287225,2.0986025,0.66978,4.8242375,26.0,24.0,17.0,18.0,3.0,,,,,
155815,CLEARVISTA LAKE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,CLEARVISTA LAKE HEALTH CAMPUS,For profit - Corporation,WITHAM MEMORIAL HOSPITAL,70,35,N,1,1,2,2,3,0.49286,1.99143,0.84143,2.83286,3.32572,0.22429,,,,,,,,,,,,,,,,51.0,31.0,32.0,28.0,10.0,6,,,0,0
155816,ARLINGTON PLACE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155816,ARLINGTON PLACE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,ARLINGTON PLACE HEALTH CAMPUS,For profit - Corporation,Legal Business Name Not Available,70,3,N,,,,,,,,,,,,1.0,,,,,,,2.55546,0.67761,1.22739,4.46046,,,,,1.0,1.0,1.0,0.0,1.0,,,,,
155816,ARLINGTON PLACE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,ARLINGTON PLACE HEALTH CAMPUS,For profit - Corporation,Legal Business Name Not Available,84,62,Y,4,4,4,4,3,2.02903,1.72419,0.82661,2.55081,4.57983,0.26532,4.0,2.02903,1.72419,0.82661,2.55081,4.57983,0.26532,2.481415,0.6746325,1.2352425,4.391287500000001,2.07212,2.131295,0.49691,4.27376,12.0,12.0,4.0,9.0,4.0,,,,,
155816,ARLINGTON PLACE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,ARLINGTON PLACE HEALTH CAMPUS,For profit - Corporation,WITHAM MEMORIAL HOSPITAL,84,62,Y,4,4,4,4,3,2.02903,1.72419,0.82661,2.55081,4.57983,0.26532,4.0,2.03283,1.68561,0.7613025,2.4469225,4.4797425,0.3164575,2.3292675,0.6633925,1.259185,4.251837500000001,2.142205,2.1097975,0.4520425,4.2500575000000005,14.0,11.0,9.0,5.0,3.0,,,,,
155816,ARLINGTON PLACE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,ARLINGTON PLACE HEALTH CAMPUS,Government - County,WITHAM MEMORIAL HOSPITAL,84,74,N,3,2,5,3,3,1.86959,1.31081,0.84527,2.15608,4.02567,0.22297,,,,,,,,,,,,,,,,38.0,21.0,22.0,17.0,9.0,8,,,0,0
155818,HEARTHSTONE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155818,HEARTHSTONE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,HEARTHSTONE HEALTH CAMPUS,For profit - Corporation,TRILOGY HEALTHCARE OF BLOOMINGTON LLC,64,3,N,,,,,,,,,,,,2.0,,,,,,,2.48499,0.71869,1.36724,4.57091,,,,,1.0,1.0,0.0,1.0,1.0,,,,,
155818,HEARTHSTONE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,HEARTHSTONE HEALTH CAMPUS,Non profit - Other,DAVIESS COUNTY HOSPITAL,64,44,N,4,4,3,,,,,,,,,4.0,,,,,,,2.4760125,0.7079650000000001,1.34783,4.5318,,,,,3.0,3.0,0.0,3.0,1.0,,,,,
155818,HEARTHSTONE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,HEARTHSTONE HEALTH CAMPUS,Non profit - Other,DAVIESS COUNTY HOSPITAL,64,44,N,4,4,4,,,,,,,,,4.0,2.57981,1.8625,0.92788,2.79038,5.37019,0.11154,2.4335125,0.6530199999999999,1.218595,4.305127499999999,2.65211,2.64384,0.68946,5.44284,2.0,2.0,0.0,2.0,1.0,,,,,
155818,HEARTHSTONE HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,HEARTHSTONE HEALTH CAMPUS,Government - County,DAVIESS COUNTY HOSPITAL,64,55,N,4,4,4,3,5,1.73545,1.06818,0.95818,2.02636,3.76181,0.11818,,,,,,,,,,,,,,,,10.0,9.0,0.0,10.0,3.0,5,,,0,0
155819,WELLBROOKE OF KOKOMO,IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155819,WELLBROOKE OF KOKOMO,IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,WELLBROOKE OF KOKOMO,For profit - Partnership,LCS KOKOMO LLC,70,3,N,,,,,,,,,,,,2.0,,,,,,,2.47455,0.72569,1.59948,4.79972,,,,,1.0,1.0,0.0,1.0,1.0,,,,,
155819,WELLBROOKE OF KOKOMO,IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,WELLBROOKE OF KOKOMO,For profit - Corporation,Legal Business Name Not Available,70,51,N,4,3,2,5,5,2.11765,1.59314,1.52451,3.11765,5.2353,0.15294,4.0,2.11765,1.59314,1.52451,3.11765,5.2353,0.15294,2.445145,0.72752,1.553215,4.72588,2.2046,1.80395,0.80536,4.68501,5.0,5.0,0.0,5.0,1.0,,,,,
155819,WELLBROOKE OF KOKOMO,IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,WELLBROOKE OF KOKOMO,For profit - Corporation,WITHAM MEMORIAL HOSPITAL,70,51,N,4,3,3,5,5,2.11765,1.59314,1.52451,3.11765,5.2353,0.15294,4.0,2.1227275,1.53328,1.4005575000000001,2.93384,5.056565,0.19479749999999998,2.347925,0.7273850000000001,1.3943075,4.4696175,2.21852,1.7483024999999999,0.7480724999999999,4.557255,6.0,5.0,3.0,3.0,2.0,,,,,
155819,WELLBROOKE OF KOKOMO,IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,WELLBROOKE OF KOKOMO,For profit - Corporation,WITHAM MEMORIAL HOSPITAL,70,59,N,4,3,5,2,4,1.74153,0.92373,0.90424,1.82797,3.5695,0.09068,,,,,,,,,,,,,,,,17.0,13.0,9.0,13.0,5.0,5,,,0,0
155822,CEDAR CREEK HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155822,CEDAR CREEK HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,CEDAR CREEK HEALTH CAMPUS,For profit - Corporation,TRILOGY HEALTHCARE OF LOWELL LLC,58,2,N,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,5.0,4.0,1.0,2.0,,,,,
155822,CEDAR CREEK HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,CEDAR CREEK HEALTH CAMPUS,For profit - Corporation,HANCOCK REGIONAL HOSPITAL,58,46,Y,2,2,3,2,3,1.48587,1.13478,0.82065,1.95543,3.4413,0.25435,4.0,1.48587,1.13478,0.82065,1.95543,3.4413,0.25435,2.4656725,0.7214275,1.4813725,4.668475,1.5436,1.368955,0.44861,3.139725,14.0,13.0,3.0,11.0,3.0,,,,,
155822,CEDAR CREEK HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,CEDAR CREEK HEALTH CAMPUS,For profit - Corporation,HANCOCK REGIONAL HOSPITAL,58,46,N,2,2,3,2,3,1.48587,1.13478,0.82065,1.95543,3.4413,0.25435,4.0,1.8547675000000001,1.2901475,0.789445,2.0795925,3.93436,0.21914750000000002,2.3323674999999997,0.65943,1.2409649999999999,4.2327625,1.940575,1.6363999999999999,0.475325,3.7604575,12.0,12.0,5.0,7.0,2.0,,,,,
155822,CEDAR CREEK HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,CEDAR CREEK HEALTH CAMPUS,Government - County,HANCOCK REGIONAL HOSPITAL,58,40,N,4,3,2,4,4,2.3375,1.05375,0.935,1.98875,4.32625,0.20125,,,,,,,,,,,,,,,,30.0,18.0,9.0,21.0,7.0,3,,,0,0
155824,WELLBROOKE OF SOUTH BEND,IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155824,WELLBROOKE OF SOUTH BEND,IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155824,WELLBROOKE OF SOUTH BEND,IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,WELLBROOKE OF SOUTH BEND,For profit - Corporation,Legal Business Name Not Available,70,1,Y,,,,,,,,,,,,4.0,,,,,,,2.37233,0.71423,1.52257,4.60913,,,,,15.0,14.0,2.0,13.0,3.0,,,,,
155824,WELLBROOKE OF SOUTH BEND,IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,WELLBROOKE OF SOUTH BEND,For profit - Corporation,HANCOCK REGIONAL HOSPITAL,70,1,Y,,,,,,,,,,,,4.0,2.55,1.80921,0.92237,2.7315799999999997,5.28158,0.22895,2.3039225,0.68933,1.3366675,4.3299199999999995,2.74292,2.20497,0.54067,5.02484,7.0,7.0,0.0,7.0,1.0,,,,,
155824,WELLBROOKE OF SOUTH BEND,IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,WELLBROOKE OF SOUTH BEND,Government - County,HANCOCK REGIONAL HOSPITAL,70,53,N,5,3,5,4,4,2.32736,1.19057,0.93774,2.1283,4.45567,0.10755,,,,,,,,,,,,,,,,16.0,13.0,4.0,13.0,4.0,7,,,0,0
155829,"SPRINGS AT LAFAYETTE, THE",IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155829,"SPRINGS AT LAFAYETTE, THE",IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155829,"SPRINGS AT LAFAYETTE, THE",IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,SPRINGS AT LAFAYETTE THE,For profit - Corporation,RHS PARTNERS OF LAFAYETTE LLC,70,3,N,,,,,,,,,,,,2.0,,,,,,,1.93489,0.61574,1.22607,3.7767,,,,,,,,,,,,,,
155829,"SPRINGS AT LAFAYETTE, THE",IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,SPRINGS AT LAFAYETTE THE,For profit - Corporation,Legal Business Name Not Available,70,3,N,,,,,,,,,,,,4.0,2.83367,1.24796,1.40102,2.64898,5.48265,0.11633,2.048915,0.6225725,1.2092925,3.8807774999999998,2.908,1.61073,0.90326,5.27068,16.0,16.0,3.0,13.0,3.0,,,,,
155829,"SPRINGS AT LAFAYETTE, THE",IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,"SPRINGS AT LAFAYETTE, THE",Government - County,WITHAM MEMORIAL HOSPITAL,70,53,N,2,2,4,3,3,2.5066,1.04623,0.83396,1.88019,4.38679,0.13774,,,,,,,,,,,,,,,,27.0,20.0,3.0,24.0,4.0,11,,,0,0
155830,HARRISON'S CROSSING HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155830,HARRISON'S CROSSING HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155830,HARRISON'S CROSSING HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,HARRISON'S CROSSINGS HEALTH CAMPUS,For profit - Corporation,RHS PARTNERS OF TERRE HAUTE LLC,72,3,N,,,,,,,,,,,,2.0,,,,,,,2.4028,0.67962,1.36793,4.45035,,,,,1.0,1.0,1.0,0.0,1.0,,,,,
155830,HARRISON'S CROSSING HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,HARRISON'S CROSSING HEALTH CAMPUS,For profit - Corporation,Legal Business Name Not Available,72,3,N,,,,,,,,,,,,4.0,2.60741,1.46667,1.03241,2.49907,5.10649,0.23056,2.4520775,0.6880125,1.364655,4.504747500000001,2.46077,1.70689,0.56938,4.4096,4.0,4.0,1.0,3.0,2.0,,,,,
155830,HARRISON'S CROSSING HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,HARRISON'S CROSSING HEALTH CAMPUS,For profit - Corporation,PUTNAM COUNTY HOSPITAL,72,63,N,5,4,5,3,3,2.30556,0.86746,0.7254,1.59286,3.89842,0.0,,,,,,,,,,,,,,,,11.0,9.0,3.0,8.0,5.0,5,,,0,0
155833,WELLBROOKE OF CARMEL,IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155833,WELLBROOKE OF CARMEL,IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155833,WELLBROOKE OF CARMEL,IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,WELLBROOKE OF CARMEL,For profit - Corporation,RHS PARTNERS OF CARMEL LLC,72,4,N,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,8.0,7.0,8.0,0.0,3.0,,,,,
155833,WELLBROOKE OF CARMEL,IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,WELLBROOKE OF CARMEL,For profit - Corporation,Legal Business Name Not Available,72,4,N,,,,,,,,,,,,4.0,,,,,,,2.41414,0.68639,1.27044,4.37097,,,,,4.0,4.0,0.0,4.0,1.0,,,,,
155833,WELLBROOKE OF CARMEL,IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,WELLBROOKE OF CARMEL,For profit - Partnership,WITHAM MEMORIAL HOSPITAL,74,37,N,4,4,4,4,5,1.8973,1.62027,1.28784,2.90811,4.80541,0.17703,,,,,,,,,,,,,,,,13.0,11.0,8.0,5.0,5.0,1,,,0,0
155837,"VILLAGES AT OAK RIDGE, THE",IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155837,"VILLAGES AT OAK RIDGE, THE",IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155837,"VILLAGES AT OAK RIDGE, THE",IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,"VILLAGES AT OAK RIDGE, THE",For profit - Corporation,Legal Business Name Not Available,58,2,N,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,,,,,
155837,"VILLAGES AT OAK RIDGE, THE",IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,"VILLAGES AT OAK RIDGE, THE",For profit - Corporation,Legal Business Name Not Available,58,2,N,,,,,,,,,,,,4.0,,,,,,,2.51693,0.72343,1.39824,4.63859,,,,,,,,,,,,,,
155837,"VILLAGES AT OAK RIDGE, THE",IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,"VILLAGES AT OAK RIDGE, THE",Government - County,DAVIESS COUNTY HOSPITAL,58,32,N,5,5,4,5,5,3.9875,1.23594,1.47969,2.71563,6.70313,0.07188,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0,,,0,0
155838,STONECROFT HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155838,STONECROFT HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155838,STONECROFT HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,STONECROFT HEALTH CAMPUS,For profit - Corporation,"RHS PARTNERS OF BLOOMINGTON, LLC",70,2,N,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,1.0,,,,,
155838,STONECROFT HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,STONECROFT HEALTH CAMPUS,For profit - Corporation,Legal Business Name Not Available,70,2,N,,,,,,,,,,,,4.0,,,,,,,2.57773,0.73452,1.37636,4.68861,,,,,7.0,7.0,0.0,7.0,1.0,,,,,
155838,STONECROFT HEALTH CAMPUS,IN,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,STONECROFT HEALTH CAMPUS,Government - County,DAVIESS COUNTY HOSPITAL,70,51,N,4,4,4,4,4,1.87843,1.63039,0.9098,2.5402,4.41862,0.17745,,,,,,,,,,,,,,,,10.0,9.0,3.0,7.0,3.0,7,,,0,0
185132,Franciscan Health Care Center,KY,American Healthcare REIT / Trilogy,2013,-2,FRANCISCAN HEALTH CARE CENTER,KY,85,,82.45,26.19,48.81,0.307,1.46,1.979,3.746,0.1506,0.1692,facility_2013.xls,FRANCISCAN HEALTH CARE CENTER,FOR PROFIT - CORPORATION,"TRILOGY HEALTHCARE OF JEFFERSON, LLC",85,81,N,5,3,5,4,3,2.03,1.44,0.87,2.31,4.34,0.19,4.0,2.005,1.45,0.86,2.31,4.3149999999999995,0.19,2.281,0.675,1.4175,4.375,2.16,1.7850000000000001,0.45,3.9749999999999996,22.0,19.0,6.0,16.0,5.0,,,,,
185132,Franciscan Health Care Center,KY,American Healthcare REIT / Trilogy,2014,-1,FRANCISCAN HEALTH CARE CENTER,KY,85,,84.56,29.33,42.67,0.379,1.749,2.152,4.28,0.1044,0.1384,facility_2014.xls,FRANCISCAN HEALTH CARE CENTER,For profit - Corporation,"TRILOGY HEALTHCARE OF JEFFERSON, LLC",85,75,N,4,2,5,4,4,2.152,1.74933,0.93267,2.682,4.834,0.22067,4.0,2.1087925,1.6770275000000001,0.9114075,2.588435,4.6972274999999994,0.2135675,2.27133,0.6523425,1.3715025,4.2951725,2.2779225,2.139105,0.49755249999999995,4.411497499999999,,,,,,,,,,
185132,Franciscan Health Care Center,KY,American Healthcare REIT / Trilogy,2015,0,FRANCISCAN HEALTH CARE CENTER,KY,85,,84.06,25.61,42.68,0.345,1.268,1.921,3.534,0.1123,0.1564,facility_2015.xls,FRANCISCAN HEALTH CARE CENTER,For profit - Corporation,"TRILOGY HEALTHCARE OF JEFFERSON, LLC",85,82,N,4,3,4,4,4,1.92073,1.26829,1.1811,2.44939,4.37012,0.19085,4.0,1.9785475000000001,1.38855,1.1189925,2.5075425,4.48609,0.198305,2.3070874999999997,0.6300225,1.2881,4.22521,2.1054825,1.8264375,0.65135,4.2788775,,,,,,,,,,
185132,Franciscan Health Care Center,KY,American Healthcare REIT / Trilogy,2016,1,FRANCISCAN HEALTH CARE CENTER,KY,85,,78.59,29.49,34.62,0.568,1.41,1.923,3.901,0.1345,,facility_2016.xls,FRANCISCAN HEALTH CARE CENTER,For profit - Corporation,"TRILOGY HEALTHCARE OF JEFFERSON, LLC",85,82,N,5,3,5,4,4,1.92073,1.26829,1.1811,2.44939,4.37012,0.19085,4.0,1.921905,1.339275,1.167475,2.506745,4.428655,0.19382,2.308785,0.630595,1.269325,4.208705,2.042835,1.762435,0.6874899999999999,4.24167,1.0,1.0,0.0,1.0,1.0,,,,,
185132,Franciscan Health Care Center,KY,American Healthcare REIT / Trilogy,2017,2,FRANCISCAN HEALTH CARE CENTER,KY,85,62,82.49,24.71,50.59,0.412,1.237,1.839,3.488,0.1462,0.1829,facility_2017.xls,FRANCISCAN HEALTH CARE CENTER,For profit - Corporation,"TRILOGY HEALTHCARE OF JEFFERSON, LLC",85,85,N,2,2,3,3,3,1.91412,1.23706,0.63706,1.87412,3.78824,0.14647,,,,,,,,,,,,,,,,12.0,10.0,3.0,9.0,4.0,8,,,0,0
185145,Cedar Ridge Health Campus,KY,American Healthcare REIT / Trilogy,2013,-2,CEDAR RIDGE HEALTH CAMPUS,KY,53,,52.48,32.69,26.92,0.266,0.967,1.981,3.214,0.1275,0.1262,facility_2013.xls,CEDAR RIDGE HEALTH CAMPUS,FOR PROFIT - CORPORATION,"TRILOGY HEALTH SERVICES, LLC",53,49,N,4,4,4,4,3,2.35,1.1,0.69,1.79,4.14,0.12,4.0,2.3225000000000002,1.0675000000000001,0.6575,1.725,4.047499999999999,0.11249999999999999,2.528,0.6779999999999999,1.09775,4.3025,2.2525,1.3075,0.445,3.7875,,,,,,,,,,
185145,Cedar Ridge Health Campus,KY,American Healthcare REIT / Trilogy,2014,-1,CEDAR RIDGE HEALTH CAMPUS,KY,53,,51.98,34.62,34.62,0.188,1.091,1.968,3.247,0.1241,0.1263,facility_2014.xls,CEDAR RIDGE HEALTH CAMPUS,For profit - Corporation,TRILOGY HEALTH SERVICES LLC,53,52,N,4,4,3,2,2,2.24327,1.09135,0.52885,1.62019,3.86347,0.1125,4.0,2.2382225,0.99832,0.5533675,1.551685,3.78991,0.09807750000000001,2.49737,0.70075,1.125045,4.3231675,2.2008925,1.1826050000000001,0.3676775,3.5342875,3.0,3.0,0.0,3.0,1.0,,,,,
185145,Cedar Ridge Health Campus,KY,American Healthcare REIT / Trilogy,2015,0,CEDAR RIDGE HEALTH CAMPUS,KY,53,,50.93,35.42,29.17,0.395,1.046,2.208,3.649,0.13,0.1465,facility_2015.xls,CEDAR RIDGE HEALTH CAMPUS,For profit - Corporation,TRILOGY HEALTHCARE OF CYNTHIANA LLC,53,48,Y,4,4,2,4,4,2.55625,1.04583,0.74792,1.79375,4.35,0.05521,4.0,2.3215149999999998,1.07997,0.5836175,1.66358,3.9851025,0.0981775,2.5537650000000003,0.6513725,1.09678,4.3019099999999995,2.2294025,1.3763225,0.3985575,3.7333250000000002,2.0,2.0,0.0,2.0,1.0,,,,,
185145,Cedar Ridge Health Campus,KY,American Healthcare REIT / Trilogy,2016,1,CEDAR RIDGE HEALTH CAMPUS,KY,53,,48.14,26.92,32.69,0.272,0.988,2.209,3.468,0.1545,,facility_2016.xls,CEDAR RIDGE HEALTH CAMPUS,For profit - Corporation,TRILOGY HEALTHCARE OF CYNTHIANA LLC,53,48,Y,4,4,2,4,4,2.55625,1.04583,0.74792,1.79375,4.35,0.05521,4.0,2.55625,1.04583,0.74792,1.79375,4.35,0.05521,2.6025,0.65789,1.07119,4.33158,2.4101,1.31942,0.5217,4.04804,,,,,,,,,,
185145,Cedar Ridge Health Campus,KY,American Healthcare REIT / Trilogy,2017,2,CEDAR RIDGE HEALTH CAMPUS,KY,53,41,49.95,37.74,16.98,0.382,0.659,1.901,2.942,0.1881,,facility_2017.xls,CEDAR RIDGE HEALTH CAMPUS,For profit - Corporation,TRILOGY HEALTHCARE OF CYNTHIANA LLC,53,53,N,5,5,2,2,3,2.14057,0.65943,0.56698,1.22642,3.36698,0.1,,,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,1.0,0,,,0,0
185210,The Willows at Harrodsburg,KY,American Healthcare REIT / Trilogy,2013,-2,THE JAMES B. HAGGIN MEMORIAL HOSPITAL,KY,34,,32.21,68.75,6.25,0.072,2.311,2.859,5.242,0.0,,facility_2013.xls,THE JAMES B. HAGGIN MEMORIAL HOSPITAL,NONPROFIT - CORPORATION,JAMES B. HAGGIN MEMORIAL HOSPITAL,34,34,N,2,1,5,4,4,2.65,1.71,0.78,2.49,5.14,0.0,4.0,2.7325,1.8599999999999999,0.765,2.625,5.359999999999999,0.0225,2.6420000000000003,0.667,0.8745,4.185,2.5425,2.3225,0.6525000000000001,5.1674999999999995,2.0,2.0,1.0,1.0,2.0,,,,,
185210,The Willows at Harrodsburg,KY,American Healthcare REIT / Trilogy,2014,-1,THE JAMES B. HAGGIN MEMORIAL HOSPITAL,KY,34,,32.56,66.67,9.09,0.08,1.742,2.612,4.435,0.1176,,facility_2014.xls,THE JAMES B. HAGGIN MEMORIAL HOSPITAL,Non profit - Corporation,THE JAMES B. HAGGIN MEMORIAL HOSPITAL INC,34,33,N,5,3,5,4,4,2.61212,1.74242,0.67727,2.4197,5.03181,0.02879,4.0,2.8901375000000002,2.16881,0.7118975,2.88071,5.7708450000000004,0.0739925,2.5855924999999997,0.6353175,0.8339274999999999,4.05483,2.7420400000000003,2.825455,0.638585,5.73076,6.0,6.0,0.0,6.0,2.0,,,,,
