375222,CEDAR CREEK NURSING CENTER,OK
375230,LEISURE VILLAGE HEALTH CARE CENTER,OK
375285,OAK DALE MANOR,OK
375397,THE KING'S DAUGHTERS & SONS NURSING HO,OK
375426,MERIDIAN NURSING HOME,OK
375436,WILLOW CREEK HEALTH CARE,OK
375448,CARE LIVING CENTER OF EL RENO,OK
375526,DR W F & MADA DUNAWAY MANOR,OK
375529,EASTWOOD MANOR,OK
385018,PROVIDENCE BENEDICTINE NC,OR
385046,HILLSIDE HEIGHTS REHAB CT,OR
385148,ROYALE GARDENS HEALTH AND REHABILITATI,OR
385152,COAST FORK NURSING CENTER,OR
385224,WINDSOR HEALTH & REHABILITATION CENTER,OR
385263,REGENCY HERMISTON NURSING & REHAB CENT,OR
395037,MANORCARE HEALTH SERVICES-KINGSTON COU,PA
395037,MANORCARE HEALTH SERVICES-KINGSTON COURT,PA
395050,GARVEY MANOR,PA
395068,HEARTLAND HEALTH CARE CENTER (PITTSBUR,PA
395068,HEARTLAND HEALTH CARE CENTER (PITTSBURGH),PA
395068,MANORCARE HEALTH SERVICES-PITTSBURGH,PA
395199,MANORCARE HEALTH SERVICES-LANCASTER,PA
395309,MANORCARE HEALTH SERVICES-YORK SOUTH,PA
395325,MORAVIAN MANOR,PA
395344,MANORCARE HEALTH SERVICES-POTTSVILLE,PA
395348,MANORCARE HEALTH SERVICES-CHAMBERSBURG,PA
395351,MANORCARE HEALTH SERVICES-WEST READING NORTH,PA
395351,MANORCARE HEALTH SERVICES-WEST READING,PA
395359,MANORCARE HEALTH SERVICES-JERSEY SHORE,PA
395364,MANORCARE HEALTH SERVICES-WILLIAMSPORT NORTH,PA
395364,MANORCARE HEALTH SERVICES-WILLIAMSPORT,PA
395371,WEST HAVEN MANOR,PA
395373,OHESSON MANOR,PA
395374,MANORCARE HEALTH SERVICES-YEADON,PA
395396,MANORCARE HEALTH SERVICES-WILLIAMSPORT SOUTH,PA
395396,MANORCARE HEALTH SERVICES-WILLIAMSPORT,PA
395397,MANORCARE HEALTH SERVICES-KINGSTON,PA
395402,MANORCARE HEALTH SERVICES-POTTSTOWN,PA
395422,PENNKNOLL VILLAGE,PA
395427,LUTHERAN HOME AT HOLLIDAYSBURG,PA
395429,MANORCARE HEALTH SERVICES-BETHLEHEM (2,PA
395429,MANORCARE HEALTH SERVICES-BETHLEHEM (2021),PA
395440,MANORCARE HEALTH SERVICES-CAMP HILL,PA
395442,MANORCARE HEALTH SERVICES-YORK NORTH,PA
395451,MANORCARE HEALTH SERVICES-DALLASTOWN,PA
395465,CEDARBROOK NURSING HOMES,PA
395469,MANORCARE HEALTH SERVICES-ELIZABETHTOW,PA
395469,MANORCARE HEALTH SERVICES-ELIZABETHTOWN,PA
395472,MANORCARE HEALTH SERVICES-LEBANON,PA
395477,MANORCARE HEALTH SERVICES-LAURELDALE,PA
395527,MANORCARE HEALTH SERVICES-BETHLEHEM (2,PA
395527,MANORCARE HEALTH SERVICES-BETHLEHEM (2029),PA
395540,MANORCARE HEALTH SERVICES-EASTON,PA
395541,MANORCARE HEALTH SERVICES-SINKING SPRI,PA
395541,MANORCARE HEALTH SERVICES-SINKING SPRING,PA
395646,OAK HILL NURSING AND REHAB CEN,PA
395682,PROVIDENCE CARE CENTER,PA
395686,SAINT IGNATIUS NURSING HOME,PA
395731,MANORCARE HEALTH SERVICES-BETHEL PARK,PA
395732,UPMC HERITAGE PLACE,PA
395735,LIFEQUEST NURSING CENTER,PA
395743,MANORCARE HEALTH SERVICES-GREEN TREE,PA
395746,MANORCARE HEALTH SERVICES-CARLISLE,PA
395753,BEAUMONT AT BRYN MAWR,PA
395760,MANORCARE HEALTH SERVICES-ALLENTOWN,PA
395783,MANORCARE HEALTH SERVICES-MCMURRAY,PA
395783,MANORCARE HEALTH SERVICES-PETERS TOWNSHIP,PA
395788,SUNNYVIEW NURSING AND REHABILITATION C,PA
395796,MANORCARE HEALTH SERVICES-LANSDALE,PA
395817,MANORCARE HEALTH SERVICES-YARDLEY,PA
395826,MANORCARE HEALTH SERVICES-NORTH HILLS,PA
395834,MANORCARE HEALTH SERVICES-KING OF PRUS,PA
395834,MANORCARE HEALTH SERVICES-KING OF PRUSSIA,PA
395913,MANORCARE HEALTH SERVICES-HUNTINGDON V,PA
395913,MANORCARE HEALTH SERVICES-HUNTINGDON VALLEY,PA
395950,CENTENNIAL VILLAGE,PA
395989,MANORCARE HEALTH SERVICES-MERCY FI,PA
396003,MANORCARE HEALTH SERVICES-MONROEVILLE,PA
396058,AVALON SPRINGS NURSING CENTER,PA
396066,MANORCARE HEALTH SERVICES-WHITEHALL BO,PA
396066,MANORCARE HEALTH SERVICES-WHITEHALL BOROUGH,PA
396095,SCRANTON HEALTH CARE CENTER,PA
415007,CHESTNUT TERRACE NURSING & REHABILITAT,RI
415064,PAWTUCKET SKILLED NURSING & REHABILITA,RI
425008,HEARTLAND OF COLUMBIA REHAB AND NURSIN,SC
425008,HEARTLAND OF COLUMBIA REHAB AND NURSING CENTER,SC
425032,MAGNOLIA MANOR - INMAN,SC
425062,BROOKVIEW HEALTHCARE CENTER,SC
425105,HEARTLAND OF LEXINGTON REHAB AND NURSI,SC
425105,HEARTLAND OF LEXINGTON REHAB AND NURSING CENTER,SC
425172,MAGNOLIA MANOR - GREENWOOD,SC
425289,HEARTLAND HEALTHCARE CENTER- CHARLESTO,SC
425289,HEARTLAND HEALTHCARE CENTER- CHARLESTON,SC
425297,LAUREL BAYE HEALTHCARE  OF WILLISTON L,SC
425310,HOPEWELL HEALTHCARE CENTER,SC
425362,HEARTLAND OF WEST ASHLEY REHAB AND NUR,SC
425362,HEARTLAND OF WEST ASHLEY REHAB AND NURSING CENTER,SC
435004,MANORCARE HEALTH SERVICES,SD
435034,MARYHOUSE,SD
435104,GOOD SAMARITAN SOCIETY NEW UNDERWOOD,SD
435110,FOUNTAIN SPRINGS HEALTH CARE,SD
445224,HENRY COUNTY HEALTHCARE CTR,TN
445303,NORRIS HEALTH AND REHABILITATION CENTE,TN
445368,HARRIMAN CARE & REHAB CENTER,TN
445461,COVINGTON MANOR INC,TN
445467,ALAMO NURSING AND REHABILITATION CENTE,TN
445472,SHANNONDALE OF MARYVILLE HEALTH CARE C,TN
455333,MANORCARE HEALTH SERVICES,TX
455457,MANORCARE HEALTH SERVICES,TX
455472,MANORCARE HEALTH SERVICES,TX
455494,MANORCARE HEALTH SERVICES,TX
455513,LAMPASAS NURSING AND REHABILITATION CE,TX
455515,WIND CREST NURSING CENTER,TX
455653,MANORCARE HEALTH SERVICES,TX
455665,CLEBURNE REHABILITATION AND HEALTH CAR,TX
455712,GOLDEN AGE MANOR NURSING CENTER,TX
455715,MONUMENT REHABILITATION AND NURSING CE,TX
455742,HEARTLAND CARE CENTER - SAN ANTONIO NORTH,TX
455742,MANORCARE HEALTH SERVICES,TX
455756,HEARTLAND HEALTH CARE CENTER OF WEST H,TX
455756,HEARTLAND HEALTH CARE CENTER OF WEST HOUSTON AT RO,TX
455756,MANORCARE HEALTH SERVICES ? WEST HOUSTON,TX
455762,HEARTLAND OF SAN ANTONIO,TX
455794,HEARTLAND HEALTH CARE CENTER AT WILLOW,TX
455794,HEARTLAND HEALTH CARE CENTER AT WILLOWBROOK,TX
455798,HEARTLAND HEALTH CARE CENTER,TX
455799,HEARTLAND HEALTHCARE CENTER,TX
455806,TEXOMA SPECIALTY CARE CENTER,TX
455849,BELLMIRE HEALTH CARE FACILITIES,TX
455917,DEER CREEK OF WIMBERLEY,TX
465003,HERITAGE PARK CARE CENTER,UT
465009,WASATCH CARE CENTER,UT
475026,NEWPORT HEALTH CARE CENTER,VT
475049,BELAIRE QUALITY CENTER,VT
475052,GILL ODD FELLOWS HOME,VT
495011,MANORCARE HEALTH SERVICES-ALEXANDRIA,VA
495013,RICHFIELD RECOVERY &  CARE CENT,VA
495045,MANORCARE HEALTH SERVICES-STRATFORD HA,VA
495045,MANORCARE HEALTH SERVICES-STRATFORD HALL,VA
495102,MANORCARE HEALTH SERVICES-ARLINGTON,VA
495113,HIRAM W DAVIS MEDICAL CTR,VA
495127,WESTMINSTER CANTERBURY  CHESAP,VA
495177,COMMUNITY MEM,VA
495190,CONSULATE HEALTHCARE OF WILLIAMSBURG,VA
495217,MANORCARE HEALTH SERVICES-FAIR OAKS,VA
495255,MONTVUE NURSING HOME,VA
495283,MANORCARE HEALTH SERVICES-IMPERIAL,VA
495368,THE NEWPORT,VA
495399,CHATHAM HEALTH & REHABILITATION CENTER,VA
505016,GRAYS HARBOR HEALTH & REHABILITATION C,WA
505099,GOOD SAMARITAN SOCIETY - SPOKANE VALLE,WA
505240,FOREST RIDGE HEALTH & REHAB,WA
505349,WILLAPA HARBOR CARE CENTER,WA
505459,NISQUALLY VALLEY CARE CENTER,WA
505475,WESLEY HOMES HEALTH CENTER,WA
505504,COVENANT SHORES HEALTH CENTER,WA
505511,LEON SULLIVAN HEALTH CARE CENTER,WA
515039,HEARTLAND OF MARTINSBURG,WV
515072,HEARTLAND OF PRESTON COUNTY,WV
515120,HEARTLAND OF CLARKSBURG,WV
515146,MARMET CENTER,WV
525009,MANORCARE HEALTH SERVICES-EAST,WI
525179,MANORCARE HEALTH SERVICES-KENOSHA,WI
525219,MANORCARE HEALTH SERVICES-PLATTEVILLE,WI
525232,MANORCARE HEALTH SERVICES-WEST,WI
525264,MANORCARE HEALTH SERVICES,WI
525274,MANORCARE HEALTH SERVICES,WI
525276,ST MARYS CARE CTR,WI
525311,TAYLOR PARK NURSING AND REHAB CTR,WI
525335,MANORCARE HEALTH SERVICES-SHAWANO,WI
525363,WOODLAND VILLAGE NH,WI
525372,COLUMBIA HLTH CARE CTR,WI
525375,OAKWOOD LUTHERAN HOMES ASSOC,WI
525376,UPLAND HILLS NUR AND REHAB,WI
525398,PRESCOTT NURSING AND REHAB COMMUNITY,WI
525429,STRAWBERRY LANE MEDICAL AND REHAB,WI
525503,MARYWOOD CONV CTR,WI
525521,HEARTLAND COUNTRY VILLAGE,WI
525550,MARKESAN RESIDENT HOME,WI
525602,GLENHAVEN,WI
525611,PORTAGE CTY HLTH CARE CTR,WI
525646,MANORCARE HEALTH SERVICES-PEWAUKEE,WI
525646,MANORCARE HEALTH SERVICES-WAUKESHA,WI
555027,BEACHSIDE NURSING CENTER,CA
555053,BROWNING MANOR CONVALESCENT HOSPITAL,CA
555054,PACIFIC CONVALESCENT CENTER,CA
555106,CHERRYLEE LODGE,CA
555195,DEL ROSA VILLA,CA
555244,ANBERRY REHABILITATION HOSP,CA
555252,PINE VIEW CARE CENTER,CA
555297,MANORCARE HEALTH SERVICES-HEMET,CA
555318,VILLA RANCHO BERNARDO CARE CENTER,CA
555328,MANORCARE HEALTH SERVICES (FOUNTAIN VA,CA
555328,MANORCARE HEALTH SERVICES (FOUNTAIN VALLEY),CA
555337,MANORCARE  HEALTH SERVICES (CITRUS HEI,CA
555337,MANORCARE  HEALTH SERVICES (CITRUS HEIGHTS),CA
555339,MANORCARE HEALTH SERVICES,CA
555352,SUNNYSIDE CONV. HOSPITAL,CA
555444,MANORCARE HEALTH SERVICES (SUNNYVALE),CA
555446,MANORCARE HEALTH SERVICES-WALNUT CREEK,CA
555478,VICTORIA CARE CENTER,CA
555710,MANORCARE HEALTH SERVICES - TICE VALLE,CA
555710,MANORCARE HEALTH SERVICES - TICE VALLEY,CA
555716,THE CENTER AT PARK WEST,CA
555742,INDIO NURSING AND REHABILITATION CENTE,CA
555747,COUNTRY VILLA MURRIETA HEALTHCARE CENT,CA
555791,EMERITUS AT NORTHRIDGE,CA
555797,GORDON LANE CARE CENTER,CA
555810,LAS VILLAS DEL NORTE HEALTH CENTER,CA
555815,TOTALLY KIDS SPECIALITY HEALTHCARE - S,CA
555823,INTERCOMMUNITY CARE CENTER,CA
675075,HILLCREST MANOR NURSING AND REHABILITA,TX
675113,THE PARK IN PLANO,TX
675133,HIGHLAND PINES NURSING HOME LTD,TX
675182,BROWNFIELD REHABILITATION AND CARE CEN,TX
675214,GULF HEALTH CARE CENTER TEXAS CITY,TX
675226,STEVENS NURSING & REHABILITATION CENTE,TX
675320,ANDERSON NURSING CENTER,TX
675388,HILLVIEW MANOR,TX
675414,RETAMA MANOR NURSING CENTER/EDINBURG,TX
675420,BRAZOSVIEW HEALTHCARE CENTER,TX
675431,RED OAK HEALTH AND REHABILITATION CENT,TX
675444,REUNION PLAZA SENIOR CARE AND REHABILI,TX
675572,GLEN ROSE MEDICAL CENTER NURSING HOME,TX
675579,SENIOR CARE AT LAKE POINTE,TX
675599,ROBERT LEE CARE CENTER,TX
675729,TWIN LAKES REHABILITATION AND CARE CEN,TX
675756,WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS,TX
675768,MOUNTAIN VILLA NURSING CENTER,TX
675802,KEMP CARE CENTER,TX
675868,HEREFORD NURSING AND REHAB,TX
675909,INDIAN OAKS LIVING CENTER,TX
675989,BRAZOS VALLEY CARE HOME,TX
676086,GOLDTHWAITE HEALTH & REHABILITATION CE,TX
676093,RENAISSANCE VILLA,TX
676227,COPPERAS HOLLOW NURSING AND REHABILITA,TX
