ccn_str,facility_name_reit_file,state,owner_cluster,year,event_time,ltcfocus_facility_name,ltcfocus_state,ltcfocus_total_beds,ltcfocus_residents,ltcfocus_avg_dailycensus,ltcfocus_medicaid_share,ltcfocus_medicare_share,ltcfocus_rn_hprd,ltcfocus_lpn_hprd,ltcfocus_cna_hprd,ltcfocus_directcare_hprd,ltcfocus_source_file
145608,MANORCARE OF SOUTH HOLLAND,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF SOUTH HOLLAND,IL,200,,,25.43,47.98,1.195664739884393,0.4499999999999999,2.208092485549133,3.8537572254335264,facil2009new.xls
145608,MANORCARE OF SOUTH HOLLAND,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF SOUTH HOLLAND,IL,200,,,23.23,52.26,0.9312903225806451,0.6735483870967741,2.2580645161290325,3.862903225806451,facil2010new.xls
145608,MANORCARE OF SOUTH HOLLAND,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF SOUTH HOLLAND,IL,200,,146.23,36.62,42.25,1.283,0.496,2.045,3.824,facility_2011.xls
145608,MANORCARE OF SOUTH HOLLAND,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF SOUTH HOLLAND,IL,216,,157.28,40.4,46.36,1.506,0.556,1.876,3.938,facility_2012.xls
145608,MANORCARE OF SOUTH HOLLAND,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF SOUTH HOLLAND,IL,216,,162.12,42.0,39.33,1.403,0.666,1.992,4.06,facility_2013.xls
145684,MANORCARE OF HOMEWOOD,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF HOMEWOOD,IL,120,,,47.47,40.4,0.6343434343434344,0.8373737373737373,2.067171717171717,3.5388888888888888,facil2009new.xls
145684,MANORCARE OF HOMEWOOD,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF HOMEWOOD,IL,120,,,40.57,45.28,0.7410377358490565,0.6806603773584906,1.808490566037736,3.230188679245283,facil2010new.xls
145684,MANORCARE OF HOMEWOOD,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF HOMEWOOD,IL,120,,101.97,46.3,37.96,0.718,0.818,1.894,3.43,facility_2011.xls
145684,MANORCARE OF HOMEWOOD,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF HOMEWOOD,IL,120,,103.41,50.98,35.29,0.864,1.248,1.628,3.74,facility_2012.xls
145684,MANORCARE OF HOMEWOOD,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF HOMEWOOD,IL,132,,110.9,51.92,36.54,0.741,0.839,1.889,3.469,facility_2013.xls
145689,MANORCARE OF ELK GROVE VILLAGE,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF ELK GROVE VILLAGE,IL,190,,,33.73,41.57,1.441867469879518,0.3325301204819277,2.4259036144578316,4.200301204819277,facil2009new.xls
145689,MANORCARE OF ELK GROVE VILLAGE,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF ELK GROVE VILLAGE,IL,190,,,30.95,36.9,1.294345238095238,0.2690476190476191,2.270535714285714,3.833928571428571,facil2010new.xls
145689,MANORCARE OF ELK GROVE VILLAGE,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF ELK GROVE VILLAGE,IL,190,,167.81,37.29,45.2,1.102,0.408,2.059,3.569,facility_2011.xls
145689,MANORCARE OF ELK GROVE VILLAGE,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF ELK GROVE VILLAGE,IL,190,,164.6,35.93,49.1,1.192,0.366,2.071,3.629,facility_2012.xls
145689,MANORCARE OF ELK GROVE VILLAGE,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF ELK GROVE VILLAGE,IL,190,,168.44,36.53,40.72,1.31,0.378,2.154,3.842,facility_2013.xls
145893,MANORCARE OF PALOS HEIGHTS WEST,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF PALOS HEIGHTS WEST,IL,130,,,26.32,53.51,0.9175438596491228,0.7771929824561403,2.0995614035087717,3.794298245614035,facil2009new.xls
145893,MANORCARE OF PALOS HEIGHTS WEST,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF PALOS HEIGHTS WEST,IL,130,,,27.05,56.56,0.8348360655737705,0.5565573770491804,1.8295081967213112,3.220901639344263,facil2010new.xls
145893,MANORCARE OF PALOS HEIGHTS WEST,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF PALOS HEIGHTS WEST,IL,130,,123.87,26.05,57.14,1.339,0.326,2.308,3.974,facility_2011.xls
145893,MANORCARE OF PALOS HEIGHTS WEST,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF PALOS HEIGHTS WEST,IL,130,,119.43,37.17,43.36,1.569,0.223,2.156,3.948,facility_2012.xls
145893,MANORCARE OF PALOS HEIGHTS WEST,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF PALOS HEIGHTS WEST,IL,130,,116.44,32.76,56.03,1.188,0.293,2.036,3.517,facility_2013.xls
145923,MANORCARE OF HIGHLAND PARK,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF HIGHLAND PARK,IL,191,,,50.0,25.53,1.2606382978723405,0.2888297872340425,2.117021276595745,3.6664893617021272,facil2009new.xls
145923,MANORCARE OF HIGHLAND PARK,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF HIGHLAND PARK,IL,191,,,56.84,29.47,1.0189473684210526,0.3194736842105263,2.3173684210526315,3.6557894736842114,facil2010new.xls
145923,MANORCARE OF HIGHLAND PARK,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF HIGHLAND PARK,IL,191,,105.04,56.6,32.08,1.208,0.425,2.363,3.996,facility_2011.xls
145923,MANORCARE OF HIGHLAND PARK,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF HIGHLAND PARK,IL,191,,110.91,45.0,40.0,1.032,0.328,2.129,3.489,facility_2012.xls
145923,MANORCARE OF HIGHLAND PARK,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF HIGHLAND PARK,IL,191,,111.26,47.01,32.48,1.262,0.271,2.091,3.625,facility_2013.xls
145932,MANORCARE OF WILMETTE,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF WILMETTE,IL,80,,,62.5,18.75,1.10859375,0.32578125,2.315625,3.75,facil2009new.xls
145932,MANORCARE OF WILMETTE,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF WILMETTE,IL,80,,,58.11,24.32,0.727027027027027,0.4283783783783784,2.072972972972973,3.2283783783783786,facil2010new.xls
145932,MANORCARE OF WILMETTE,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF WILMETTE,IL,80,,67.17,60.87,24.64,0.945,0.835,2.139,3.919,facility_2011.xls
145932,MANORCARE OF WILMETTE,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF WILMETTE,IL,80,,66.11,28.79,56.06,1.01,0.393,2.233,3.636,facility_2012.xls
145932,MANORCARE OF WILMETTE,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF WILMETTE,IL,80,,67.94,66.67,16.67,0.982,0.321,2.277,3.58,facility_2013.xls
145982,MANORCARE OF NORTHBROOK,IL,Healthpeak / HCR ManorCare,2009,-2,MANORCARE OF NORTHBROOK,IL,158,,,45.31,29.69,1.324609375,0.18671875,2.0124999999999997,3.5238281249999996,facil2009new.xls
145982,MANORCARE OF NORTHBROOK,IL,Healthpeak / HCR ManorCare,2010,-1,MANORCARE OF NORTHBROOK,IL,158,,,45.32,28.78,1.0388489208633094,0.2780575539568345,1.9640287769784173,3.2809352517985615,facil2010new.xls
145982,MANORCARE OF NORTHBROOK,IL,Healthpeak / HCR ManorCare,2011,0,MANORCARE OF NORTHBROOK,IL,158,,116.88,55.26,21.93,0.994,0.453,1.708,3.155,facility_2011.xls
145982,MANORCARE OF NORTHBROOK,IL,Healthpeak / HCR ManorCare,2012,1,MANORCARE OF NORTHBROOK,IL,158,,114.87,65.14,20.18,1.122,0.285,1.994,3.401,facility_2012.xls
145982,MANORCARE OF NORTHBROOK,IL,Healthpeak / HCR ManorCare,2013,2,MANORCARE OF NORTHBROOK,IL,158,,125.19,55.91,18.9,1.107,0.258,1.861,3.226,facility_2013.xls
146030,HEARTLAND CHRISTIAN VILLAGE,IL,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND CHRISTIAN VILLAGE,IL,71,,,40.98,11.48,0.1967213114754098,1.051639344262295,2.4213114754098357,3.66967213114754,facil2009new.xls
146030,HEARTLAND CHRISTIAN VILLAGE,IL,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND CHRISTIAN VILLAGE,IL,71,,,35.71,24.29,0.1978571428571428,1.0907142857142855,2.045,3.333571428571429,facil2010new.xls
146030,HEARTLAND CHRISTIAN VILLAGE,IL,Healthpeak / HCR ManorCare,2011,0,HEARTLAND CHRISTIAN VILLAGE,IL,71,,66.49,40.0,16.92,0.259,0.962,2.422,3.642,facility_2011.xls
146030,HEARTLAND CHRISTIAN VILLAGE,IL,Healthpeak / HCR ManorCare,2012,1,HEARTLAND CHRISTIAN VILLAGE,IL,71,,65.47,34.33,14.93,0.355,0.784,2.174,3.313,facility_2012.xls
146030,HEARTLAND CHRISTIAN VILLAGE,IL,Healthpeak / HCR ManorCare,2013,2,HEARTLAND CHRISTIAN VILLAGE,IL,71,,62.61,37.5,15.63,0.388,0.877,2.146,3.412,facility_2013.xls
155005,MANORCARE HEALTH SERVICES,IN,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES,IN,216,,,67.72,18.35,0.1800632911392405,1.2246835443037971,1.7832278481012658,3.187974683544304,facil2009new.xls
155005,MANORCARE HEALTH SERVICES,IN,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES,IN,216,,,67.61,13.38,0.223943661971831,1.1514084507042253,1.7852112676056338,3.16056338028169,facil2010new.xls
155005,MANORCARE HEALTH SERVICES,IN,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES,IN,216,,141.09,77.85,10.74,0.165,1.212,1.846,3.223,facility_2011.xls
155005,MANORCARE HEALTH SERVICES,IN,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES,IN,216,,143.16,82.99,10.2,0.225,1.257,1.678,3.16,facility_2012.xls
155005,MANORCARE HEALTH SERVICES,IN,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES,IN,216,,156.5,77.78,13.07,0.334,1.441,1.925,3.7,facility_2013.xls
155247,MANORCARE HEALTH SERVICES,IN,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES,IN,140,,,46.15,32.31,0.5507692307692307,1.2484615384615383,2.046153846153846,3.845384615384616,facil2009new.xls
155247,MANORCARE HEALTH SERVICES,IN,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES,IN,140,,,44.35,28.23,0.4810483870967741,0.8935483870967742,1.632258064516129,3.0068548387096774,facil2010new.xls
155247,MANORCARE HEALTH SERVICES,IN,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES,IN,140,,122.49,57.26,18.55,0.454,0.927,1.804,3.185,facility_2011.xls
155247,MANORCARE HEALTH SERVICES,IN,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES,IN,140,,116.31,50.81,22.58,0.293,1.119,1.646,3.057,facility_2012.xls
155247,MANORCARE HEALTH SERVICES,IN,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES,IN,140,,112.16,57.26,18.8,0.458,1.025,1.808,3.291,facility_2013.xls
155338,MANORCARE HEALTH SERVICES - PRESTWICK,IN,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES - PRESTWICK,IN,140,,,54.24,23.73,0.439406779661017,1.2330508474576272,1.673728813559322,3.3461864406779664,facil2009new.xls
155338,MANORCARE HEALTH SERVICES - PRESTWICK,IN,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES - PRESTWICK,IN,140,,,50.83,25.83,0.4075,1.2154166666666668,1.4791666666666667,3.1020833333333333,facil2010new.xls
155338,MANORCARE HEALTH SERVICES - PRESTWICK,IN,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES - PRESTWICK,IN,140,,110.28,67.57,17.12,0.473,1.016,1.588,3.077,facility_2011.xls
155338,MANORCARE HEALTH SERVICES - PRESTWICK,IN,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES - PRESTWICK,IN,140,,100.24,67.57,17.12,0.473,1.016,1.588,3.077,facility_2012.xls
155338,MANORCARE HEALTH SERVICES - PRESTWICK,IN,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES - PRESTWICK,IN,140,,102.49,66.04,12.26,0.336,1.242,1.622,3.2,facility_2013.xls
165017,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES,IA,105,,,40.51,26.58,0.3272151898734177,0.9981012658227848,2.0253164556962027,3.3506329113924047,facil2009new.xls
165017,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES,IA,105,,,42.39,25.0,0.2809782608695652,0.8570652173913043,1.997282608695652,3.1353260869565216,facil2010new.xls
165017,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES,IA,105,,80.18,40.0,29.33,0.698,0.837,1.959,3.494,facility_2011.xls
165017,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES,IA,105,,84.98,38.37,17.44,0.498,0.774,1.976,3.247,facility_2012.xls
165017,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES,IA,105,,83.76,46.51,26.74,0.826,0.598,2.129,3.552,facility_2013.xls
165033,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES,IA,105,,,44.3,31.65,0.479746835443038,0.8778481012658227,2.2031645569620255,3.5607594936708864,facil2009new.xls
165033,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES,IA,105,,,60.24,19.28,0.5102409638554216,0.8451807228915663,2.3493975903614457,3.7048192771084336,facil2010new.xls
165033,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES,IA,105,,83.71,61.36,19.32,0.428,1.112,2.739,4.279,facility_2011.xls
165033,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES,IA,105,,88.71,66.67,9.68,0.43,0.484,2.323,3.237,facility_2012.xls
165033,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES,IA,105,,83.74,64.84,18.68,0.6,0.742,1.92,3.262,facility_2013.xls
165034,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES,IA,97,,,42.65,32.35,0.4602941176470588,1.009558823529412,2.077941176470588,3.547794117647059,facil2009new.xls
165034,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES,IA,97,,,33.8,36.62,0.8225352112676056,1.1056338028169015,2.6077464788732394,4.535915492957746,facil2010new.xls
165034,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES,IA,97,,75.53,29.27,37.8,0.712,0.957,2.258,3.927,facility_2011.xls
165034,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES,IA,97,,76.25,39.74,38.46,0.762,0.779,1.628,3.169,facility_2012.xls
165034,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES,IA,97,,77.97,33.77,41.56,0.783,0.931,2.155,3.868,facility_2013.xls
165104,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES,IA,99,,,47.5,26.25,0.761875,0.5343749999999999,2.045,3.3412499999999996,facil2009new.xls
165104,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES,IA,99,,,44.93,27.54,1.115217391304348,0.5405797101449274,2.496376811594203,4.1521739130434785,facil2010new.xls
165104,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES,IA,99,,78.54,35.71,38.1,0.81,0.386,2.03,3.226,facility_2011.xls
165104,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES,IA,99,,75.55,41.03,30.77,0.831,0.496,1.88,3.208,facility_2012.xls
165104,MANORCARE HEALTH SERVICES,IA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES,IA,99,,72.14,32.43,32.43,0.758,0.589,1.892,3.239,facility_2013.xls
165397,HEARTLAND CARE CENTER,IA,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND CARE CENTER,IA,30,,,46.43,3.57,0.35,1.1267857142857145,3.191071428571429,4.667857142857143,facil2009new.xls
165397,HEARTLAND CARE CENTER,IA,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND CARE CENTER,IA,30,,,44.83,0.0,0.3448275862068966,0.5413793103448277,1.706896551724138,2.5931034482758624,facil2010new.xls
165397,HEARTLAND CARE CENTER,IA,Healthpeak / HCR ManorCare,2011,0,HEARTLAND CARE CENTER,IA,30,,22.71,50.0,4.17,0.917,0.885,3.456,5.258,facility_2011.xls
165397,HEARTLAND CARE CENTER,IA,Healthpeak / HCR ManorCare,2012,1,HEARTLAND CARE CENTER,IA,30,,25.4,37.04,0.0,0.763,0.728,3.322,4.813,facility_2012.xls
165397,HEARTLAND CARE CENTER,IA,Healthpeak / HCR ManorCare,2013,2,HEARTLAND CARE CENTER,IA,30,,25.96,37.04,0.0,0.763,0.728,3.322,4.813,facility_2013.xls
165575,MANORCARE HEALTH SERVICES-UTICA RIDGE,IA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-UTICA RIDGE,IA,120,,,0.0,0.0,4.242857142857143,4.857142857142857,20.24285714285714,,facil2009new.xls
165575,MANORCARE HEALTH SERVICES-UTICA RIDGE,IA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-UTICA RIDGE,IA,120,,,16.88,35.06,0.8383116883116882,0.8077922077922077,2.5376623376623373,4.183766233766234,facil2010new.xls
165575,MANORCARE HEALTH SERVICES-UTICA RIDGE,IA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-UTICA RIDGE,IA,120,,93.44,26.14,34.09,0.976,0.669,2.409,4.054,facility_2011.xls
165575,MANORCARE HEALTH SERVICES-UTICA RIDGE,IA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-UTICA RIDGE,IA,120,,107.69,26.14,34.09,0.976,0.669,2.409,4.054,facility_2012.xls
165575,MANORCARE HEALTH SERVICES-UTICA RIDGE,IA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-UTICA RIDGE,IA,120,,106.8,29.36,34.86,0.924,0.548,2.655,4.127,facility_2013.xls
175168,MANORCARE HEALTH SERVICES - WICHITA,KS,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES - WICHITA,KS,119,,,68.69,8.08,0.3969696969696969,0.834848484848485,2.041919191919192,3.2737373737373736,facil2009new.xls
175168,MANORCARE HEALTH SERVICES - WICHITA,KS,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES - WICHITA,KS,119,,,84.91,10.38,0.4433962264150943,0.9778301886792452,2.146698113207547,3.5679245283018868,facil2010new.xls
175168,MANORCARE HEALTH SERVICES - WICHITA,KS,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES - WICHITA,KS,118,,102.64,75.45,16.36,0.65,0.64,1.932,3.222,facility_2011.xls
175168,MANORCARE HEALTH SERVICES - WICHITA,KS,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES - WICHITA,KS,118,,98.54,75.45,16.36,0.65,0.64,1.932,3.222,facility_2012.xls
175168,MANORCARE HEALTH SERVICES - WICHITA,KS,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES - WICHITA,KS,118,,93.88,79.05,9.52,0.577,0.767,2.068,3.412,facility_2013.xls
175172,MANORCARE HEALTH SERVICES - TOPEKA,KS,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES - TOPEKA,KS,120,,,64.0,10.0,0.4149999999999999,0.7240000000000001,2.1799999999999997,3.319,facil2009new.xls
175172,MANORCARE HEALTH SERVICES - TOPEKA,KS,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES - TOPEKA,KS,120,,,64.49,19.63,0.394392523364486,0.5728971962616823,1.8415887850467287,2.8088785046728972,facil2010new.xls
175172,MANORCARE HEALTH SERVICES - TOPEKA,KS,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES - TOPEKA,KS,120,,97.81,72.16,12.37,0.694,0.633,1.947,3.274,facility_2011.xls
175172,MANORCARE HEALTH SERVICES - TOPEKA,KS,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES - TOPEKA,KS,120,,89.02,83.33,9.38,0.602,0.548,1.904,3.054,facility_2012.xls
175172,MANORCARE HEALTH SERVICES - TOPEKA,KS,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES - TOPEKA,KS,120,,79.73,82.14,7.14,0.597,0.583,1.964,3.144,facility_2013.xls
175180,MANORCARE HEALTH SERVICES - OVERLAND P,KS,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES - OVERLAND P,KS,188,,,38.46,18.93,0.495266272189349,1.0603550295857989,2.4275147928994083,3.983136094674556,facil2009new.xls
175180,MANORCARE HEALTH SERVICES - OVERLAND P,KS,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES - OVERLAND P,KS,223,,,31.35,21.08,0.594054054054054,0.9664864864864864,2.1948648648648654,3.755405405405406,facil2010new.xls
175180,MANORCARE HEALTH SERVICES - OVERLAND PARK,KS,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES - OVERLAND PARK,KS,223,,153.96,51.59,22.29,0.643,0.878,2.305,3.826,facility_2011.xls
175180,MANORCARE HEALTH SERVICES - OVERLAND PARK,KS,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES - OVERLAND PARK,KS,223,,143.7,56.05,9.55,0.555,0.802,2.089,3.446,facility_2012.xls
175180,MANORCARE HEALTH SERVICES - OVERLAND PARK,KS,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES - OVERLAND PARK,KS,223,,126.47,69.85,6.62,0.739,0.717,2.304,3.76,facility_2013.xls
185399,HEARTLAND VILLA CARE AND REHABILITATIO,KY,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND VILLA CARE AND REHABILITATIO,KY,37,,,54.05,13.51,0.2175675675675676,1.010810810810811,1.9229729729729728,3.151351351351351,facil2009new.xls
185399,HEARTLAND VILLA CARE AND REHABILITATIO,KY,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND VILLA CARE AND REHABILITATIO,KY,45,,,66.67,13.33,0.2444444444444444,0.6677777777777777,1.6622222222222225,2.5744444444444445,facil2010new.xls
185399,HEARTLAND VILLA CARE AND REHABILITATION CENTER,KY,Healthpeak / HCR ManorCare,2011,0,HEARTLAND VILLA CARE AND REHABILITATION CENTER,KY,45,,42.64,56.82,18.18,0.152,0.602,2.07,2.825,facility_2011.xls
185399,HEARTLAND VILLA CARE AND REHABILITATION CENTER,KY,Healthpeak / HCR ManorCare,2012,1,HEARTLAND VILLA CARE AND REHABILITATION CENTER,KY,45,,42.11,61.36,18.18,0.42,0.531,1.85,2.801,facility_2012.xls
185399,HEARTLAND VILLA CENTER,KY,Healthpeak / HCR ManorCare,2013,2,HEARTLAND VILLA CENTER,KY,45,,42.87,72.09,13.95,0.295,0.656,1.603,2.555,facility_2013.xls
215054,MANORCARE HEALTH SERVICES -TOWSON,MD,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES -TOWSON,MD,132,,,72.73,14.55,0.5395454545454544,0.985,1.6,3.124545454545455,facil2009new.xls
215054,MANORCARE HEALTH SERVICES -TOWSON,MD,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES -TOWSON,MD,132,,,66.39,18.03,0.4532786885245902,0.8721311475409836,1.5004098360655738,2.8258196721311477,facil2010new.xls
215054,MANORCARE HEALTH SERVICES -TOWSON,MD,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES -TOWSON,MD,132,,113.65,67.23,17.65,0.579,0.821,1.439,2.838,facility_2011.xls
215054,MANORCARE HEALTH SERVICES -TOWSON,MD,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES -TOWSON,MD,132,,106.74,67.23,17.65,0.579,0.821,1.439,2.838,facility_2012.xls
215054,MANORCARE HEALTH SERVICES -TOWSON,MD,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES -TOWSON,MD,108,,108.53,73.15,12.96,0.933,0.623,1.916,3.472,facility_2013.xls
215064,HEARTLAND HEALTH CARE CENTER - ADELPHI,MD,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER - ADELPHI,MD,218,,,65.16,20.0,0.2367741935483871,1.3680645161290323,1.5774193548387097,3.182258064516129,facil2009new.xls
215064,HEARTLAND HEALTH CARE CENTER - ADELPHI,MD,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER - ADELPHI,MD,142,,,69.01,20.42,0.3598591549295774,1.402112676056338,1.5623239436619718,3.324295774647887,facil2010new.xls
215064,HEARTLAND HEALTH CARE CENTER - ADELPHI,MD,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER - ADELPHI,MD,218,,109.54,79.66,12.71,0.336,1.422,1.894,3.652,facility_2011.xls
215064,MANORCARE HEALTH SYSTEM - ADELPHI,MD,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SYSTEM - ADELPHI,MD,170,,113.26,64.71,20.59,0.572,0.949,1.697,3.218,facility_2012.xls
215064,MANORCARE HEALTH SYSTEM - ADELPHI,MD,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SYSTEM - ADELPHI,MD,170,,118.28,64.71,20.59,0.572,0.949,1.697,3.218,facility_2013.xls
215069,MANORCARE HEALTH SERVICES - DULANEY,MD,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES - DULANEY,MD,135,,,69.49,13.56,0.4614406779661017,1.098728813559322,1.6453389830508474,3.205508474576271,facil2009new.xls
215069,MANORCARE HEALTH SERVICES - DULANEY,MD,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES - DULANEY,MD,135,,,69.47,19.85,0.5320610687022901,0.913740458015267,1.5706106870229009,3.0164122137404576,facil2010new.xls
