ccn_str,facility_name_reit_file,state,owner_cluster,year,event_time,ltcfocus_facility_name,ltcfocus_state,ltcfocus_total_beds,ltcfocus_residents,ltcfocus_avg_dailycensus,ltcfocus_medicaid_share,ltcfocus_medicare_share,ltcfocus_rn_hprd,ltcfocus_lpn_hprd,ltcfocus_cna_hprd,ltcfocus_directcare_hprd,ltcfocus_source_file
395429,MANORCARE HEALTH SERVICES-BETHLEHEM (2021),PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-BETHLEHEM (2021),PA,227,,204.57,79.13,10.19,0.588,0.584,1.958,3.13,facility_2011.xls
395429,MANORCARE HEALTH SERVICES-BETHLEHEM (2021),PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-BETHLEHEM (2021),PA,227,,207.86,78.4,12.21,0.465,0.63,1.957,3.052,facility_2012.xls
395429,MANORCARE HEALTH SERVICES-BETHLEHEM (2021),PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-BETHLEHEM (2021),PA,227,,205.28,79.33,7.69,0.442,0.651,1.965,3.058,facility_2013.xls
395440,MANORCARE HEALTH SERVICES-CAMP HILL,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-CAMP HILL,PA,123,,,30.09,35.4,0.3469026548672567,1.06283185840708,1.915929203539823,3.3256637168141587,facil2009new.xls
395440,MANORCARE HEALTH SERVICES-CAMP HILL,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-CAMP HILL,PA,123,,,45.45,19.01,0.2756198347107438,0.9855371900826446,1.7194214876033058,2.980578512396694,facil2010new.xls
395440,MANORCARE HEALTH SERVICES-CAMP HILL,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-CAMP HILL,PA,123,,114.9,49.58,13.45,0.294,1.061,1.7,3.055,facility_2011.xls
395440,MANORCARE HEALTH SERVICES-CAMP HILL,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-CAMP HILL,PA,123,,113.96,61.32,14.15,0.31,1.054,1.859,3.223,facility_2012.xls
395440,MANORCARE HEALTH SERVICES-CAMP HILL,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-CAMP HILL,PA,123,,113.45,51.69,17.8,0.344,0.979,1.69,3.014,facility_2013.xls
395442,MANORCARE HEALTH SERVICES-YORK NORTH,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-YORK NORTH,PA,161,,,66.88,18.47,0.3366242038216561,0.8050955414012739,2.0633757961783443,3.205095541401274,facil2009new.xls
395442,MANORCARE HEALTH SERVICES-YORK NORTH,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-YORK NORTH,PA,161,,,71.22,9.35,0.383093525179856,0.8715827338129497,2.2402877697841723,3.494964028776978,facil2010new.xls
395442,MANORCARE HEALTH SERVICES-YORK NORTH,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-YORK NORTH,PA,161,,149.22,76.19,12.93,0.427,0.837,2.089,3.353,facility_2011.xls
395442,MANORCARE HEALTH SERVICES-YORK NORTH,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-YORK NORTH,PA,161,,151.26,68.59,16.67,0.332,0.871,2.187,3.391,facility_2012.xls
395442,MANORCARE HEALTH SERVICES-YORK NORTH,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-YORK NORTH,PA,161,,150.44,68.67,17.33,0.426,0.666,2.019,3.11,facility_2013.xls
395451,MANORCARE HEALTH SERVICES-DALLASTOWN,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-DALLASTOWN,PA,202,,,68.75,15.63,0.2942708333333333,1.0122395833333335,1.99609375,3.302604166666667,facil2009new.xls
395451,MANORCARE HEALTH SERVICES-DALLASTOWN,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-DALLASTOWN,PA,202,,,71.51,16.13,0.3938172043010752,0.9991935483870968,1.887903225806452,3.2809139784946235,facil2010new.xls
395451,MANORCARE HEALTH SERVICES-DALLASTOWN,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-DALLASTOWN,PA,202,,189.31,70.68,16.75,0.381,0.892,1.829,3.103,facility_2011.xls
395451,MANORCARE HEALTH SERVICES-DALLASTOWN,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-DALLASTOWN,PA,202,,187.62,68.56,11.34,0.297,0.909,1.782,2.988,facility_2012.xls
395451,MANORCARE HEALTH SERVICES-DALLASTOWN,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-DALLASTOWN,PA,202,,185.49,68.78,12.7,0.417,0.876,1.803,3.097,facility_2013.xls
395469,MANORCARE HEALTH SERVICES-ELIZABETHTOW,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-ELIZABETHTOW,PA,73,,,42.19,26.56,0.45703125,1.0554687500000002,1.86484375,3.3773437500000005,facil2009new.xls
395469,MANORCARE HEALTH SERVICES-ELIZABETHTOW,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-ELIZABETHTOW,PA,73,,,50.75,20.9,0.3962686567164178,0.8380597014925374,1.5716417910447762,2.805970149253731,facil2010new.xls
395469,MANORCARE HEALTH SERVICES-ELIZABETHTOWN,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-ELIZABETHTOWN,PA,73,,65.8,55.38,18.46,0.509,1.092,1.759,3.361,facility_2011.xls
395469,MANORCARE HEALTH SERVICES-ELIZABETHTOWN,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-ELIZABETHTOWN,PA,73,,61.14,58.73,15.87,0.529,1.044,1.921,3.494,facility_2012.xls
395469,MANORCARE HEALTH SERVICES-ELIZABETHTOWN,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-ELIZABETHTOWN,PA,73,,63.54,50.72,23.19,0.483,0.953,1.754,3.191,facility_2013.xls
395472,MANORCARE HEALTH SERVICES-LEBANON,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-LEBANON,PA,159,,,60.39,12.99,0.288961038961039,0.9250000000000002,1.931168831168831,3.14512987012987,facil2009new.xls
395472,MANORCARE HEALTH SERVICES-LEBANON,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-LEBANON,PA,159,,,60.38,13.21,0.3364779874213836,0.8261006289308176,1.930503144654088,3.0930817610062893,facil2010new.xls
395472,MANORCARE HEALTH SERVICES-LEBANON,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-LEBANON,PA,159,,146.53,61.18,15.13,0.338,0.811,1.924,3.072,facility_2011.xls
395472,MANORCARE HEALTH SERVICES-LEBANON,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-LEBANON,PA,159,,142.71,59.72,18.75,0.384,0.845,2.005,3.234,facility_2012.xls
395472,MANORCARE HEALTH SERVICES-LEBANON,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-LEBANON,PA,159,,144.95,61.74,14.09,0.371,0.816,1.938,3.126,facility_2013.xls
395477,MANORCARE HEALTH SERVICES-LAURELDALE,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-LAURELDALE,PA,198,,,60.0,17.37,0.3894736842105263,0.6815789473684211,2.162105263157895,3.2331578947368427,facil2009new.xls
395477,MANORCARE HEALTH SERVICES-LAURELDALE,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-LAURELDALE,PA,198,,,54.49,19.66,0.5646067415730337,0.5306179775280899,2.1050561797752807,3.200280898876405,facil2010new.xls
395477,MANORCARE HEALTH SERVICES-LAURELDALE,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-LAURELDALE,PA,198,,184.14,59.67,19.34,0.535,0.622,2.091,3.248,facility_2011.xls
395477,MANORCARE HEALTH SERVICES-LAURELDALE,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-LAURELDALE,PA,198,,187.37,57.81,18.23,0.523,0.492,1.952,2.967,facility_2012.xls
395477,MANORCARE HEALTH SERVICES-LAURELDALE,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-LAURELDALE,PA,198,,188.03,67.03,15.38,0.532,0.618,2.08,3.23,facility_2013.xls
395527,MANORCARE HEALTH SERVICES-BETHLEHEM (2,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-BETHLEHEM (2,PA,217,,,81.41,13.07,0.3982412060301507,0.621356783919598,2.0886934673366837,3.1082914572864326,facil2009new.xls
395527,MANORCARE HEALTH SERVICES-BETHLEHEM (2,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-BETHLEHEM (2,PA,217,,,77.55,17.35,0.4624999999999999,0.6168367346938776,2.0043367346938776,3.083673469387755,facil2010new.xls
395527,MANORCARE HEALTH SERVICES-BETHLEHEM (2029),PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-BETHLEHEM (2029),PA,217,,189.67,78.64,15.53,0.505,0.627,1.9,3.032,facility_2011.xls
395527,MANORCARE HEALTH SERVICES-BETHLEHEM (2029),PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-BETHLEHEM (2029),PA,217,,192.23,78.28,14.65,0.51,0.61,1.897,3.016,facility_2012.xls
395527,MANORCARE HEALTH SERVICES-BETHLEHEM (2029),PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-BETHLEHEM (2029),PA,217,,191.56,79.51,12.2,0.467,0.658,1.941,3.066,facility_2013.xls
395540,MANORCARE HEALTH SERVICES-EASTON,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-EASTON,PA,227,,,62.44,21.95,0.5334146341463414,0.5892682926829268,1.9380487804878053,3.0607317073170734,facil2009new.xls
395540,MANORCARE HEALTH SERVICES-EASTON,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-EASTON,PA,227,,,69.95,20.69,0.633743842364532,0.4926108374384236,2.1108374384236455,3.2371921182266012,facil2010new.xls
395540,MANORCARE HEALTH SERVICES-EASTON,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-EASTON,PA,227,,200.21,69.76,18.54,0.593,0.575,1.965,3.134,facility_2011.xls
395540,MANORCARE HEALTH SERVICES-EASTON,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-EASTON,PA,227,,199.78,73.63,16.92,0.544,0.601,1.977,3.122,facility_2012.xls
395540,MANORCARE HEALTH SERVICES-EASTON,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-EASTON,PA,227,,193.33,65.73,21.6,0.444,0.616,1.87,2.93,facility_2013.xls
395541,MANORCARE HEALTH SERVICES-SINKING SPRI,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-SINKING SPRI,PA,214,,,73.74,12.12,0.3722222222222222,0.7482323232323232,1.9883838383838384,3.1088383838383837,facil2009new.xls
395541,MANORCARE HEALTH SERVICES-SINKING SPRI,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-SINKING SPRI,PA,214,,,61.95,17.07,0.4853658536585366,0.5926829268292683,1.947560975609756,3.0256097560975608,facil2010new.xls
395541,MANORCARE HEALTH SERVICES-SINKING SPRING,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-SINKING SPRING,PA,214,,203.9,69.52,14.29,0.434,0.679,1.852,2.965,facility_2011.xls
395541,MANORCARE HEALTH SERVICES-SINKING SPRING,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-SINKING SPRING,PA,214,,202.57,71.98,14.01,0.404,0.72,1.86,2.983,facility_2012.xls
395541,MANORCARE HEALTH SERVICES-SINKING SPRING,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-SINKING SPRING,PA,214,,202.51,74.13,12.94,0.411,0.701,1.967,3.079,facility_2013.xls
395731,MANORCARE HEALTH SERVICES-BETHEL PARK,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-BETHEL PARK,PA,160,,,62.41,12.77,0.648936170212766,0.5819148936170213,1.970567375886525,3.2014184397163117,facil2009new.xls
395731,MANORCARE HEALTH SERVICES-BETHEL PARK,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-BETHEL PARK,PA,160,,,60.71,13.57,0.7332142857142857,0.6017857142857143,1.8939285714285712,3.228928571428571,facil2010new.xls
395731,MANORCARE HEALTH SERVICES-BETHEL PARK,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-BETHEL PARK,PA,160,,134.64,61.15,14.39,0.885,0.66,1.93,3.475,facility_2011.xls
395731,MANORCARE HEALTH SERVICES-BETHEL PARK,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-BETHEL PARK,PA,160,,135.93,72.79,11.76,0.886,0.577,1.961,3.424,facility_2012.xls
395731,MANORCARE HEALTH SERVICES-BETHEL PARK,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-BETHEL PARK,PA,160,,133.05,64.18,8.21,1.082,0.466,2.044,3.592,facility_2013.xls
395743,MANORCARE HEALTH SERVICES-GREEN TREE,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-GREEN TREE,PA,180,,,53.09,13.58,0.7206790123456789,0.8774691358024692,2.0737654320987655,3.6719135802469136,facil2009new.xls
395743,MANORCARE HEALTH SERVICES-GREEN TREE,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-GREEN TREE,PA,180,,,51.52,12.12,0.982121212121212,0.6963636363636364,1.919090909090909,3.5975757575757576,facil2010new.xls
395743,MANORCARE HEALTH SERVICES-GREEN TREE,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-GREEN TREE,PA,180,,161.22,51.19,7.74,0.933,0.637,1.899,3.469,facility_2011.xls
395743,MANORCARE HEALTH SERVICES-GREEN TREE,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-GREEN TREE,PA,180,,161.08,51.79,17.86,0.936,0.657,1.767,3.359,facility_2012.xls
395743,MANORCARE HEALTH SERVICES-GREEN TREE,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-GREEN TREE,PA,180,,153.84,46.84,15.19,0.991,0.749,1.953,3.692,facility_2013.xls
395746,MANORCARE HEALTH SERVICES-CARLISLE,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-CARLISLE,PA,150,,,61.03,12.5,0.481985294117647,0.8709558823529412,1.8738970588235293,3.2268382352941174,facil2009new.xls
395746,MANORCARE HEALTH SERVICES-CARLISLE,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-CARLISLE,PA,150,,,65.07,13.01,0.3719178082191781,0.8726027397260274,1.7900684931506847,3.0345890410958907,facil2010new.xls
395746,MANORCARE HEALTH SERVICES-CARLISLE,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-CARLISLE,PA,150,,132.39,63.19,14.58,0.303,0.977,1.866,3.147,facility_2011.xls
395746,MANORCARE HEALTH SERVICES-CARLISLE,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-CARLISLE,PA,150,,136.4,64.79,9.86,0.423,0.934,1.867,3.223,facility_2012.xls
395746,MANORCARE HEALTH SERVICES-CARLISLE,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-CARLISLE,PA,150,,138.36,65.03,14.69,0.388,0.93,1.841,3.158,facility_2013.xls
395760,MANORCARE HEALTH SERVICES-ALLENTOWN,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-ALLENTOWN,PA,166,,,71.97,15.92,0.5423566878980892,0.6464968152866242,2.126751592356688,3.315605095541401,facil2009new.xls
395760,MANORCARE HEALTH SERVICES-ALLENTOWN,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-ALLENTOWN,PA,166,,,72.73,14.29,0.5694805194805194,0.5584415584415584,2.0474025974025976,3.175324675324675,facil2010new.xls
395760,MANORCARE HEALTH SERVICES-ALLENTOWN,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-ALLENTOWN,PA,166,,150.88,74.03,16.23,0.706,0.513,2.078,3.297,facility_2011.xls
395760,MANORCARE HEALTH SERVICES-ALLENTOWN,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-ALLENTOWN,PA,166,,151.83,78.38,12.16,0.724,0.519,2.128,3.371,facility_2012.xls
395760,MANORCARE HEALTH SERVICES-ALLENTOWN,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-ALLENTOWN,PA,166,,145.43,76.71,10.96,0.728,0.492,2.043,3.264,facility_2013.xls
395783,MANORCARE HEALTH SERVICES-MCMURRAY,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-MCMURRAY,PA,140,,,64.12,10.69,0.6125954198473281,0.8961832061068703,1.6629770992366413,3.1717557251908395,facil2009new.xls
395783,MANORCARE HEALTH SERVICES-MCMURRAY,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-MCMURRAY,PA,140,,,61.76,9.56,0.6584558823529412,0.8823529411764706,1.5683823529411764,3.109191176470588,facil2010new.xls
395783,MANORCARE HEALTH SERVICES-PETERS TOWNSHIP,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-PETERS TOWNSHIP,PA,140,,121.25,63.49,12.7,0.683,0.828,1.786,3.296,facility_2011.xls
395783,MANORCARE HEALTH SERVICES-PETERS TOWNSHIP,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-PETERS TOWNSHIP,PA,140,,123.7,69.23,10.77,0.632,0.778,1.831,3.24,facility_2012.xls
395783,MANORCARE HEALTH SERVICES-PETERS TOWNSHIP,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-PETERS TOWNSHIP,PA,140,,117.08,65.81,11.11,0.732,0.774,1.847,3.353,facility_2013.xls
395796,MANORCARE HEALTH SERVICES-LANSDALE,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-LANSDALE,PA,170,,,71.43,12.14,0.5353571428571429,0.7164285714285715,1.7660714285714283,3.017857142857143,facil2009new.xls
395796,MANORCARE HEALTH SERVICES-LANSDALE,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-LANSDALE,PA,170,,,70.67,11.33,0.6336666666666667,0.7376666666666666,1.7816666666666667,3.1530000000000005,facil2010new.xls
395796,MANORCARE HEALTH SERVICES-LANSDALE,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-LANSDALE,PA,170,,150.55,71.71,12.5,0.736,0.609,1.938,3.283,facility_2011.xls
395796,MANORCARE HEALTH SERVICES-LANSDALE,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-LANSDALE,PA,170,,149.74,77.18,8.05,0.789,0.536,1.84,3.164,facility_2012.xls
395796,MANORCARE HEALTH SERVICES-LANSDALE,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-LANSDALE,PA,170,,144.25,69.23,12.82,0.794,0.488,1.747,3.029,facility_2013.xls
395817,MANORCARE HEALTH SERVICES-YARDLEY,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-YARDLEY,PA,150,,,55.03,23.49,0.5953020134228187,0.6546979865771813,1.9365771812080537,3.1865771812080532,facil2009new.xls
395817,MANORCARE HEALTH SERVICES-YARDLEY,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-YARDLEY,PA,150,,,57.58,21.97,0.6924242424242425,0.8613636363636364,1.9268939393939393,3.480681818181818,facil2010new.xls
395817,MANORCARE HEALTH SERVICES-YARDLEY,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-YARDLEY,PA,150,,134.51,57.46,20.15,0.794,0.834,2.069,3.697,facility_2011.xls
395817,MANORCARE HEALTH SERVICES-YARDLEY,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-YARDLEY,PA,150,,136.46,62.41,13.53,1.049,0.603,2.107,3.759,facility_2012.xls
395817,MANORCARE HEALTH SERVICES-YARDLEY,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-YARDLEY,PA,150,,137.63,64.06,14.06,1.152,0.564,2.248,3.964,facility_2013.xls
395826,MANORCARE HEALTH SERVICES-NORTH HILLS,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-NORTH HILLS,PA,200,,,58.43,15.17,0.3275280898876404,0.402808988764045,0.9918539325842696,1.722191011235955,facil2009new.xls
395826,MANORCARE HEALTH SERVICES-NORTH HILLS,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-NORTH HILLS,PA,200,,,58.12,10.47,0.6369109947643979,0.7397905759162304,1.952094240837696,3.3287958115183245,facil2010new.xls
395826,MANORCARE HEALTH SERVICES-NORTH HILLS,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-NORTH HILLS,PA,200,,173.69,62.3,6.56,0.785,0.937,1.93,3.652,facility_2011.xls
395826,MANORCARE HEALTH SERVICES-NORTH HILLS,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-NORTH HILLS,PA,200,,174.88,62.94,9.64,0.737,0.703,1.795,3.235,facility_2012.xls
395826,MANORCARE HEALTH SERVICES-NORTH HILLS,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-NORTH HILLS,PA,200,,179.19,72.51,6.43,1.032,0.592,1.988,3.613,facility_2013.xls
395834,MANORCARE HEALTH SERVICES-KING OF PRUS,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-KING OF PRUS,PA,150,,,58.41,13.27,0.9800884955752212,0.6075221238938052,1.8597345132743364,3.4473451327433624,facil2009new.xls
395834,MANORCARE HEALTH SERVICES-KING OF PRUS,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-KING OF PRUS,PA,150,,,59.09,21.21,0.9640151515151516,0.5462121212121213,1.8132575757575755,3.3234848484848487,facil2010new.xls
395834,MANORCARE HEALTH SERVICES-KING OF PRUSSIA,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-KING OF PRUSSIA,PA,150,,130.55,67.94,8.4,1.007,0.634,1.848,3.49,facility_2011.xls
395834,MANORCARE HEALTH SERVICES-KING OF PRUSSIA,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-KING OF PRUSSIA,PA,150,,132.97,67.91,10.45,1.024,0.681,1.906,3.61,facility_2012.xls
395834,MANORCARE HEALTH SERVICES-KING OF PRUSSIA,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-KING OF PRUSSIA,PA,150,,131.5,67.65,10.29,0.786,0.668,1.75,3.204,facility_2013.xls
395913,MANORCARE HEALTH SERVICES-HUNTINGDON V,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-HUNTINGDON V,PA,130,,,59.13,20.0,0.6013043478260869,0.7217391304347827,2.052173913043478,3.3752173913043477,facil2009new.xls
395913,MANORCARE HEALTH SERVICES-HUNTINGDON V,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-HUNTINGDON V,PA,130,,,62.81,19.83,0.8913223140495867,0.5520661157024793,1.9185950413223145,3.361983471074381,facil2010new.xls
395913,MANORCARE HEALTH SERVICES-HUNTINGDON VALLEY,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-HUNTINGDON VALLEY,PA,130,,106.88,69.23,13.46,0.87,0.517,1.868,3.255,facility_2011.xls
395913,MANORCARE HEALTH SERVICES-HUNTINGDON VALLEY,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-HUNTINGDON VALLEY,PA,130,,108.95,70.0,12.73,0.532,0.492,1.985,3.009,facility_2012.xls
395913,MANORCARE HEALTH SERVICES-HUNTINGDON VALLEY,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-HUNTINGDON VALLEY,PA,130,,110.92,62.71,13.56,0.778,0.5,1.869,3.147,facility_2013.xls
395989,MANORCARE HEALTH SERVICES-MERCY FI,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-MERCY FI,PA,120,,,35.65,27.83,0.7421739130434782,0.8447826086956522,1.8691304347826083,3.456086956521739,facil2009new.xls
395989,MANORCARE HEALTH SERVICES-MERCY FI,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-MERCY FI,PA,120,,,45.95,23.42,0.7720720720720721,0.94009009009009,1.906306306306306,3.618468468468469,facil2010new.xls
395989,MANORCARE HEALTH SERVICES-MERCY FI,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-MERCY FI,PA,120,,109.93,44.44,29.91,0.805,0.847,1.739,3.391,facility_2011.xls
395989,MANORCARE HEALTH SERVICES-MERCY FI,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-MERCY FI,PA,129,,114.5,47.83,15.65,1.11,0.674,1.537,3.322,facility_2012.xls
395989,MANORCARE HEALTH SERVICES-MERCY FI,PA,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-MERCY FI,PA,129,,114.45,47.15,21.95,1.27,0.436,1.759,3.465,facility_2013.xls
396003,MANORCARE HEALTH SERVICES-MONROEVILLE,PA,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-MONROEVILLE,PA,120,,,50.86,12.93,0.6211206896551724,0.746551724137931,1.7068965517241377,3.074568965517241,facil2009new.xls
396003,MANORCARE HEALTH SERVICES-MONROEVILLE,PA,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-MONROEVILLE,PA,120,,,50.43,13.68,0.6675213675213676,0.7316239316239317,1.857264957264957,3.2564102564102564,facil2010new.xls
396003,MANORCARE HEALTH SERVICES-MONROEVILLE,PA,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-MONROEVILLE,PA,120,,110.94,57.14,17.86,0.666,0.858,1.854,3.379,facility_2011.xls
396003,MANORCARE HEALTH SERVICES-MONROEVILLE,PA,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-MONROEVILLE,PA,120,,109.41,50.43,14.78,0.752,0.772,1.536,3.06,facility_2012.xls
