ccn_str,ltcfocus_total_beds,ltcfocus_residents,ltcfocus_occupancy_pct,ltcfocus_rn_hprd,ltcfocus_directcare_hprd,baseline_medicaid_share,ltcfocus_medicare_share,baseline_support_years,sample_role,valid_pseudocohorts,analysis_state,facility_name_treatment,treat_year,treated_ever
215337,103.73076923076924,0.0,89.31643162393163,0.3793752881358606,3.9176854537122687,63.03625514403293,14.614829059829061,,control,3.0,MD,FAHRNEY-KEEDY MEMORIAL HOME,,0
215341,66.98290598290599,0.0,94.10356837606838,0.8911717949944353,3.95520250918195,46.64288065843621,36.9382905982906,,control,3.0,MD,LORIEN NSG & REHAB CTR BELAIR,,0
215343,118.89102564102565,1.5,92.27747863247863,0.6682675440366136,4.324250565792998,4.870781893004115,26.721538461538465,,control,3.0,MD,RIDERWOOD VILLAGE,,0
215344,43.243589743589745,4.0,63.36061965811967,0.3555347671553447,4.274044555416101,0.0,12.21337606837607,,control,3.0,MD,RESIDENCES AT VANTAGE POINT,,0
215345,27.0,0.0,52.20635531135531,0.6742427144687346,10.799992469002571,0.0,72.79375457875459,,control,3.0,MD,BAYWOODS OF ANNAPOLIS,,0
215348,59.8482905982906,1.0,96.96485042735044,0.23253146857550058,3.808871732261661,49.12218106995885,28.99111111111111,,control,3.0,MD,"LORIEN TANEYTOWN, INC",,0
215350,102.46153846153847,0.0,92.50807692307691,0.3564278463766752,3.68262831178353,67.39201646090534,20.783675213675213,,control,3.0,MD,"VILLA ROSA NURSING AND REHABILITATION, LLC",,0
215351,88.96581196581198,3.0,93.20326923076922,0.3872200155527933,3.4648530809787044,43.71771604938272,29.937029914529916,,control,3.0,MD,LORIEN MAYS CHAPEL,,0
215353,31.0981610981611,0.0,71.77554001554002,1.1297590653411167,5.162730098851115,2.4524485596707817,16.45429551929552,,control,3.0,MD,INGLESIDE AT KING FARM,,0
215354,40.52136752136752,2.5,92.88111111111111,0.2740572509598245,4.545064561765849,81.8274074074074,5.214380341880342,,control,3.0,MD,LITTLE SISTERS OF THE POOR,,0
215355,65.75938875938877,0.0,76.45604895104896,1.9725109296853298,6.330099587279669,33.21662900611049,45.98886298886299,,control,3.0,MD,ENCORE AT TURF VALLEY,,0
215356,49.0,0.0,86.64021367521367,0.49589089944639153,5.418438763847817,71.59349794238685,18.48067307692308,,control,3.0,MD,THE NURSING AND REHAB CENTER AT STADIUM PLACE,,0
215357,66.32051282051282,0.0,81.55378205128204,0.7552964459581873,4.183382737118658,36.35022633744856,34.87130341880342,,control,3.0,MD,LORIEN NURSING & REHAB CTR - ELKRIDGE,,0
215359,78.0,0.0,92.31,0.5070632901252419,3.665792917233433,63.89,16.67,,control,1.0,MD,LORIEN BULLE ROCK,,0
215360,28.80769230769231,0.0,90.76333333333332,0.5091476923076923,2.874350769230769,91.34568106312294,4.458846153846155,,control,3.0,MD,MARYLAND BAPTIST AGED HOME,,0
215361,88.0,0.0,80.68,0.5855647114271454,3.720124528375024,18.525,36.57,,control,1.0,MD,MARYLAND MASONIC HOMES LTD,,0
215362,73.0,0.0,83.56,0.3460589500052187,3.390642573844066,31.15,68.85,,control,1.0,MD,RESTORE HEALTH REHABILITATION CENTER,,0
215363,12.0,0.0,83.33,1.778125,8.324,0.0,0.0,,control,1.0,MD,The Lutheran Village At Miller's Grant,,0
215364,150.0,0.0,76.0,1.8540729127019127,5.314545601877349,32.46,60.53,,control,1.0,MD,FUTURE CARE CAPITAL REGION,,0
235002,124.5940170940171,3.5,86.79320512820513,0.7051224269233505,5.169585124934455,78.15897119341562,8.921153846153846,,control,3.0,MI,Oceana County Medical Care Facility,,0
235003,113.21794871794873,1.0,90.63792735042736,0.693119464162411,3.8491693028787832,68.24086419753085,15.227158119658121,,control,3.0,MI,Manistee County Medical Care Facility,,0
235005,63.43589743589744,5.0,90.9750641025641,0.7486752263915389,4.097555605385878,77.30390946502058,8.998739316239316,,control,3.0,MI,Maples Benzie County Medical Care,,0
235006,34.0,8.0,86.3999358974359,1.3128140515312507,5.171874884237168,71.5774074074074,17.998012820512823,,control,3.0,MI,Munson Healthcare Otsego Memorial Hospital LTCU,,0
235008,114.0,2.0,96.10641025641026,0.38957776180765213,4.152251772881205,74.02555555555554,11.342713675213675,,control,3.0,MI,Maple Lawn Medical Care Facility,,0
235009,149.4017094017094,4.0,92.26623931623932,0.5823432507688935,5.02057825521743,63.2280658436214,15.4825,,control,3.0,MI,Thornapple Manor,,0
235011,79.26068376068376,3.5,86.64128205128206,0.3092164579811522,5.023552028832943,77.80440329218106,9.20224358974359,,control,3.0,MI,Iosco County Medical Care Facility,,0
235013,64.0,1.0,85.83271367521367,0.27122204870806316,2.9526705739998915,66.85720164609052,14.042841880341882,,control,3.0,MI,Fairview Nursing and Rehabilitation Community,,0
235015,236.0,5.5,95.78544871794873,0.538266560368382,3.834922568105533,60.02864197530863,19.57316239316239,,control,3.0,MI,Ingham County Medical Care Facility,,0
235019,194.0,5.5,94.62307692307692,0.46415143230790396,3.8602809058350047,70.71516460905349,12.904038461538462,,control,3.0,MI,Jackson County Medical Care Facility,,0
235020,204.0,5.0,94.9057905982906,0.486938760527199,3.8637112709208243,52.51765432098765,15.3791452991453,,control,3.0,MI,Michigan Masonic Home,,0
235021,85.0,2.0,88.78405982905983,0.6387810026987539,3.8536595322283165,28.670349794238682,40.13337606837607,,control,3.0,MI,Chelsea Retirement Community,,0
235022,109.3974358974359,2.0,74.2556623931624,0.4889773691014987,3.765935201503991,72.42613168724282,14.090235042735042,,control,3.0,MI,Medilodge of Clare,,0
235025,117.87179487179488,4.5,92.77034188034189,0.5365251649431271,4.8923304085964405,77.15497942386831,8.64121794871795,,control,3.0,MI,Meadow Brook Medical Care Facility,,0
235026,109.0,3.5,94.29055555555556,0.4771279010883205,4.257493594925315,79.85534979423869,7.591474358974359,,control,3.0,MI,Gogebic Medical Care Facility,,0
235027,136.7051282051282,4.0,93.67055555555555,0.5605112744385066,4.541943255262955,59.81347736625514,22.443098290598293,,control,3.0,MI,Eaton County Medical Care Facility,,0
235028,112.0,3.0,88.95869658119658,0.22261944718911408,5.722027238989945,72.7038683127572,13.37147435897436,,control,3.0,MI,Huron County Medical Care Facility,,0
235031,197.0,2.0,94.0873076923077,0.6620976616197155,3.987006237181758,79.55037037037036,6.242649572649573,,control,3.0,MI,Canal View - Houghton County,,0
235033,120.0,1.5,96.23269230769232,0.8741645253160575,4.5571922978228425,75.04504115226338,4.9241452991453,,control,3.0,MI,Bay Bluffs-Emmet County Medical Care Facility,,0
235035,165.0,1.5,92.06356837606839,0.5089991198060032,3.9410774327153604,50.92602880658436,23.472350427350428,,control,3.0,MI,Corewell Health Rehabilitation & Nursing Center -,,0
235037,100.0,3.5,97.0448717948718,0.7362333667131172,4.615366346295778,67.37349794238685,15.736324786324786,,control,3.0,MI,Isabella County Medical Care Facility,,0
235041,49.76495726495727,2.0,97.57750582750583,0.21520577437371372,4.306818209710454,78.26238683127572,3.323440170940171,,control,3.0,MI,Mackinac Straits Long Term Care Unit,,0
235044,206.00000000000003,10.0,93.37042735042735,0.3586162132987101,4.317271601309571,77.66296296296296,6.830299145299145,,control,3.0,MI,Bay County Medical Care Facility,,0
235050,115.64102564102565,1.5,91.15207264957266,0.6298190830717251,4.264554722560135,50.34415637860082,20.972478632478634,,control,3.0,MI,Harold and Grace Upjohn Community Care Center,,0
235051,31.0,0.0,89.86044871794871,0.8504217935141098,4.2121894995573035,68.34839506172838,10.95673076923077,,control,3.0,MI,SPECTRUM HEALTH REHAB & NSG CTRS-KELSEY HOSPITAL,,0
235052,173.67068117068118,2.5,59.55391673141673,0.3189110668649658,3.8890860412911703,69.44543209876542,17.03470991970992,,control,3.0,MI,Aberdeen Rehabilitation and Skilled Nursing Center,,0
235054,105.37179487179488,3.5,82.04649572649572,0.43669777213671823,3.6786441301475765,63.434567901234566,13.515320512820514,,control,3.0,MI,Evergreen Manor Senior Care Center,,0
235056,128.0,3.0,89.10085470085471,0.29650090197065543,4.1593709109522905,62.51646090534979,12.180085470085473,,control,3.0,MI,Hoyt Nursing & Rehab Centre,,0
235058,202.00000000000003,6.0,98.81429487179489,0.5393307846432865,4.9597852666204645,88.01179012345682,4.941623931623932,,control,3.0,MI,Lapeer County Medical Care Facility,,0
235062,113.0,3.5,98.20277777777778,0.6943486919492201,4.536595374004346,77.4987037037037,5.897841880341881,,control,3.0,MI,Grandvue Medical Care Facility,,0
235065,74.0,1.5,92.28720085470084,0.4326939022930922,3.012437265612235,46.41156378600823,17.354017094017095,,control,3.0,MI,South Lyon Senior Care and Rehab Center,,0
235067,136.0,2.0,82.09628205128206,0.8748459177000517,5.065247265131026,80.52777777777777,9.911965811965812,,control,3.0,MI,Pleasant View Shiawassee County Medical Care Facil,,0
235069,152.60683760683762,2.5,87.89636752136752,0.4630266317900823,4.4600150205773,77.95376543209878,5.9747649572649575,,control,3.0,MI,Pinecrest Medical Care Facility,,0
235072,93.47863247863249,8.5,97.31500000000001,1.060918565982806,4.189000085052468,78.27283950617283,7.274786324786325,,control,3.0,MI,Oakview Medical Care Facility,,0
235074,40.51282051282052,0.0,95.63745726495726,0.6080342592757784,4.664220621346528,85.21123456790124,1.7728418803418804,,control,3.0,MI,Marlette Community Hospital LTCU,,0
235075,271.1794871794872,4.5,87.54497863247863,0.594806875825687,3.800254841992987,65.14518518518518,15.078055555555556,,control,3.0,MI,Corewell Health Grand Rapids Hospitals Rehabilitat,,0
235076,116.0,2.0,96.93861111111113,0.7065965957147966,4.167279399792149,79.86526748971193,5.512649572649574,,control,3.0,MI,Newaygo Co Medical Care Facility,,0
235077,99.83333333333334,2.0,60.49358974358975,0.6292781669624105,3.3429535190411444,70.15765432098765,13.430427350427351,,control,3.0,MI,HALLMARK LIVING HOLLAND,,0
235087,164.16666666666666,2.5,72.96,0.5140551558752998,4.044634292565948,74.675,8.751666666666667,,control,3.0,MI,LAKELAND SPECIALTY HOSPITAL AT BERRIEN CENTER,,0
235088,232.81410256410257,1.5,95.97143162393164,0.5871293748305336,4.273911288677849,66.13508230452675,12.841175213675214,,control,3.0,MI,Grand Traverse Pavilions,,0
235089,159.0,1.0,98.53985042735044,0.3601923955603839,5.083057033590399,75.68843621399176,8.531175213675214,,control,3.0,MI,Tuscola County Medical Care Facility,,0
235102,176.0,2.5,83.11551282051283,0.2668799369606379,3.760620619207722,67.32732510288066,15.823974358974358,,control,3.0,MI,"Ambassador, A Villa Center",,0
235113,72.89102564102565,6.5,89.8780982905983,0.22253692441420064,3.258556468121868,49.866954732510294,17.823055555555555,,control,3.0,MI,"Saginaw Senior Care and Rehabilitation Center, LLC",,0
235114,161.83760683760684,7.0,55.59335042735043,0.7290822232007107,3.9103520510354994,74.26708230452675,10.914713675213676,,control,3.0,MI,HALLMARK LIVING KALAMAZOO,,0
235116,90.0,0.5,85.69534188034189,0.39035146477043137,3.5282278799327904,74.94973251028807,11.204337606837607,,control,3.0,MI,Lake Woods Nursing & Rehabilitation Center,,0
235120,59.73076923076923,7.0,88.47147435897436,0.49054526626013323,3.960248056507873,41.099835390946495,34.437393162393164,,control,3.0,MI,MARYCREST MANOR,,0
235123,148.05982905982907,1.0,86.64632478632478,0.6203032065496329,3.349999341072967,66.72699588477366,14.12155982905983,,control,3.0,MI,Durand Senior Care and Rehab Center,,0
235143,39.504273504273506,0.0,91.81788461538461,0.688959980423707,3.814636944177981,57.98567901234568,24.65269230769231,,control,3.0,MI,Corewell Health Greenville Hospital Rehabilitation,,0
235144,59.0,9.0,92.54779914529915,0.6612026105652464,3.4160021333956054,80.36144032921811,9.827606837606837,,control,3.0,MI,Bayside Village,,0
235147,92.22863247863248,2.5,84.59647435897436,0.44851509746147883,4.0548142092068025,74.04078189300412,7.290747863247864,,control,3.0,MI,Schoolcraft Medical Care Facility,,0
235150,213.0,5.0,89.70854700854701,0.4267055187966408,4.416815152286539,66.32927983539093,16.818568376068377,,control,3.0,MI,"Healthsource Saginaw, Inc",,0
235155,217.0,6.0,95.51378205128205,0.39149139979745945,4.020070537311996,79.71479423868314,8.14284188034188,,control,3.0,MI,Martha T Berry MCF,,0
235157,104.50427350427351,7.0,92.00307692307693,0.2094512384319154,4.614798699199867,74.98510288065843,9.296965811965812,,control,3.0,MI,Sanilac Medical Care Facility,,0
235161,45.73076923076923,3.0,93.9323076923077,0.6254665270470255,3.254699600671413,72.75687242798354,8.718525641025643,,control,3.0,MI,"ASPIRUS ONTONAGON HOSPITAL, INC",,0
235164,111.0,1.5,85.18474358974359,0.7361372211726268,3.8506483849258215,68.74246913580247,11.08292735042735,,control,3.0,MI,Corewell Health Rehabilitation & Nursing Center -,,0
235171,137.0769230769231,4.0,85.67993589743591,0.70384419924359,4.517885559284945,51.49201646090535,15.389102564102565,,control,3.0,MI,WellBridge of Grand Blanc,,0
235174,60.0,0.5,91.43318376068376,0.32904662008680646,3.1599231578208347,56.11008230452674,24.640299145299146,,control,3.0,MI,Marshall Nursing and Rehabilitation Community,,0
235175,118.2371794871795,3.5,77.77767094017095,0.45000296780258464,3.3827019360733592,59.289876543209886,18.08260683760684,,control,3.0,MI,Medilodge of Frankenmuth,,0
235176,129.0,1.0,88.8866452991453,0.346018449508414,3.2617903138518685,72.85526748971193,11.018589743589745,,control,3.0,MI,Regency at Fremont,,0
235177,137.47863247863248,1.0,91.08532051282052,0.219144625982441,3.914814940104548,52.03462962962963,35.755619658119656,,control,3.0,MI,Hartford Nursing & Rehabilitation Center,,0
235179,59.0,4.5,94.34878205128206,0.7084314032334342,3.4386546904806092,68.34189300411522,12.265705128205129,,control,3.0,MI,Christian Park Village,,0
235182,91.56410256410257,0.5,80.55839743589743,0.35559739399331414,3.1748315234943174,64.68462962962963,14.638846153846155,,control,3.0,MI,Lynwood Manor Healthcare Center,,0
235192,38.202991452991455,10.0,77.4817094017094,0.4206560875431528,5.0778419229969005,50.94386831275719,34.733333333333334,,control,3.0,MI,MyMichigan Skilled Nursing Facility,,0
235197,164.95726495726495,3.5,97.43040598290598,0.6347975382584514,4.881129891857325,86.075,5.131367521367522,,control,3.0,MI,Hillsdale County Medical Care Facility,,0
235201,39.0,0.0,90.33645299145299,0.6579126203799629,3.825340501970908,52.74037037037037,27.59777777777778,,control,3.0,MI,Munson Healthcare Crawford Continuing Care Center,,0
235204,180.32193732193736,8.5,79.38144586894587,0.4226497936069014,4.106049961793834,80.76691358024691,7.388867521367522,,control,3.0,MI,BROOKHAVEN MEDICAL CARE FACILI,,0
235205,51.51282051282052,0.0,93.54655982905983,0.5684717525572356,4.083534768371489,68.19222222222221,13.496324786324788,,control,3.0,MI,Corewell Health Reed City Hospital Rehabilitation,,0
235207,139.56889406889408,2.0,87.28408831908833,0.17647042261540077,3.4219510079955717,68.66796296296296,18.33709466459467,,control,3.0,MI,Oakpointe Senior Care and Rehab Center,,0
235213,69.36858974358975,2.0,94.02380662393162,0.569063352430231,4.886471229981852,70.66267386831275,12.586056623931626,,control,3.0,MI,Allegan County Medical Care Facility,,0
235223,158.84615384615387,3.5,92.70155982905983,0.9610352967093212,4.3659661884373655,21.033168724279832,40.73482905982906,,control,3.0,MI,Glacier Hills,,0
235224,136.0,0.0,95.67754273504275,0.3555279762141482,4.123134807577808,69.21635802469137,11.156282051282052,,control,3.0,MI,Lenawee Medical Care Facility,,0
235225,119.0,2.5,88.45429487179487,0.48397670439672635,3.595153013919384,42.108004115226336,30.92837606837607,,control,3.0,MI,Fountain View of Monroe,,0
235226,157.15384615384616,1.5,77.05540598290598,0.7656501270869195,5.064513481489207,71.10716049382715,16.240320512820514,,control,3.0,MI,Medilodge of Grand Blanc,,0
235234,129.15773115773118,9.0,73.86399766899768,0.13670286730862463,3.713356147941741,86.9169135802469,8.887577700077701,,control,3.0,MI,Heritage Manor Nursing and Rehabilitation Center,,0
235236,133.0,3.5,82.44965811965812,0.9432208068268562,4.076030225154955,48.1962962962963,30.92508547008547,,control,3.0,MI,Burcham Hills Retirement Center,,0
235237,120.0,0.0,96.76128205128205,0.37678449553578014,3.728978932376742,73.70679012345678,7.361688034188035,,control,3.0,MI,Calhoun County Medical Care Facility,,0
235238,200.25000000000003,16.5,89.87450854700855,0.5162935282646123,4.283247931964516,53.04423868312758,18.573034188034185,,control,3.0,MI,Evangelical Home - Saline,,0
235242,87.0,0.0,89.98422299922301,0.25216755101633537,3.4460241221379144,75.95637860082304,12.455330225330226,,control,3.0,MI,"BOULEVARD MANOR, LLC",,0
235244,99.0,1.0,94.22055555555556,0.7333916779779386,3.309625562855843,63.68446502057614,14.058034188034188,,control,3.0,MI,Christian Park Health Care Center,,0
235245,147.97863247863248,1.0,78.25442307692308,0.5741775105157665,3.54953096187863,57.04530864197531,17.047286324786327,,control,3.0,MI,Brittany Manor,,0
235248,57.0,0.0,87.1373076923077,0.5092922470350579,3.9365288658311752,0.0,21.667799145299146,,control,3.0,MI,Friendship Village,,0
235252,108.0,2.5,89.35681623931625,0.47508289876458726,3.6701277037370446,48.403415637860085,21.046196581196583,,control,3.0,MI,Lourdes Rehabilitation and Healthcare Center,,0
235253,153.0,0.5,84.43061965811967,0.31840593495173464,3.037620395231519,71.82316872427984,13.828952991452994,,control,3.0,MI,The Laurels of Kent,,0
235254,60.0,1.0,72.18297008547009,0.49811222669197475,4.345753687658755,0.0,34.956923076923076,,control,3.0,MI,Vista Grande Villa,,0
235256,162.48076923076925,4.0,79.1846794871795,0.6110644870051505,4.298381178788876,52.69897119341564,21.57673076923077,,control,3.0,MI,Dimondale Nursing Care Center,,0
235257,200.0,10.0,84.10683760683762,0.5855204805490528,4.639895070025189,80.74559670781892,7.617884615384616,,control,3.0,MI,Iron County Medical Care Facility,,0
235260,124.23076923076923,3.0,83.72215811965813,0.44628576629443273,3.4964971771181275,59.544794238683124,25.97820512820513,,control,3.0,MI,Regency at Waterford,,0
235262,101.00000000000001,2.0,94.71576923076924,0.6141541436998053,3.7064927849347757,76.91761316872427,7.3074145299145306,,control,3.0,MI,West Hickory Haven,,0
235263,309.6666666666667,5.0,88.95256410256411,0.3541458474619977,3.0571175847357486,67.37806584362139,15.341837606837608,,control,3.0,MI,Medilodge of Sterling Heights,,0
235264,103.77350427350429,0.5,65.91279914529915,0.2643280391869132,3.62593665480796,75.39102880658436,8.848119658119659,,control,3.0,MI,Ely Manor,,0
235269,111.8076923076923,2.5,88.36220085470086,0.3152463743931826,4.398343130155061,47.41084362139918,15.640662393162394,,control,3.0,MI,Wellspring Lutheran Services,,0
235270,79.07692307692308,4.0,77.65876068376069,0.48515896759791066,3.0925043133067933,65.31769547325102,15.90448717948718,,control,3.0,MI,South Haven Nursing and Rehabilitation Community,,0
235274,116.95726495726495,2.0,93.00337606837608,0.16042825899395796,4.286123457032476,51.17364197530865,13.200491452991454,,control,3.0,MI,Wellspring Lutheran Nursing and Rehab Services,,0
235279,102.89102564102564,1.5,87.77000000000001,0.5303448426190437,3.420434528496777,48.38374485596708,27.576089743589748,,control,3.0,MI,Holt Senior Care and Rehab Center,,0
235282,115.24358974358975,4.0,76.25720085470086,0.41651735110521787,3.5875759385698074,68.13977366255143,9.95525641025641,,control,3.0,MI,Medilodge of Kalamazoo,,0
235283,104.24087024087025,3.5,80.63704674954676,0.4468485619294598,2.925326038668679,71.88864197530864,15.408874643874645,,control,3.0,MI,Medilodge of East Lansing,,0
235284,119.25641025641026,6.0,79.56655982905983,0.3318209451277191,3.3828877059339515,60.29899176954732,17.390918803418803,,control,3.0,MI,Medilodge of Midland,,0
235285,108.95299145299145,3.5,76.9781623931624,0.4047847254633787,3.219144788502729,62.77427983539095,14.616602564102564,,control,3.0,MI,Medilodge of Lansing,,0
235286,93.99358974358975,9.5,77.71311965811967,0.2931064040177887,2.978623342479493,67.03584362139917,16.316388888888888,,control,3.0,MI,Medilodge of Cass City,,0
235293,124.0,4.5,73.80950854700855,0.5359509858589,4.764627442107389,74.84543209876543,12.936666666666667,,control,3.0,MI,Medilodge of Farmington,,0
235295,37.01709401709402,1.5,84.09967948717949,0.6563595020924876,3.762439815251521,73.71497942386831,7.62224358974359,,control,3.0,MI,Lakeview Extended Care and Rehabilitation,,0
235296,213.34615384615387,1.0,79.3898076923077,0.46049424278075507,3.2122581188329775,74.43090534979423,12.849487179487179,,control,3.0,MI,Medilodge of Southfield,,0
235297,223.0,5.5,85.33523504273505,0.43901982611637996,3.4651977118746267,65.9132098765432,17.358568376068376,,control,3.0,MI,Rivergate Health Care Center,,0
235298,231.00000000000003,1.5,90.30094017094018,0.25021235573440015,3.757064716756852,72.32082304526749,12.851260683760685,,control,3.0,MI,"Father Murray, A Villa Center",,0
235299,123.0,4.5,82.18952991452991,0.5895162095247707,3.5022927123045253,61.45755144032921,21.1907905982906,,control,3.0,MI,The Laurels of Bedford,,0
235300,142.0,1.5,84.24886752136752,0.5436641380232156,3.4830710041754096,57.7624279835391,23.676538461538463,,control,3.0,MI,Medilodge of Taylor,,0
235301,98.0,0.0,92.7026923076923,0.4545286736284668,3.3098779769470417,60.235473251028814,16.589444444444446,,control,3.0,MI,MCAULEY REHABILITATION AND WELLNESS,,0
235302,169.0,1.5,80.86410256410258,0.4384830103376366,3.3229491509271987,64.2980658436214,23.33320512820513,,control,3.0,MI,The Laurels of Coldwater,,0
235310,83.52136752136752,8.5,90.563952991453,0.6329972033737632,4.331047807568993,29.4590329218107,26.93959401709402,,control,3.0,MI,Porter Hills Health Center,,0
235311,100.0,4.5,90.73931623931624,0.41071833800444607,4.152793647009965,78.63360082304527,8.306666666666667,,control,3.0,MI,Alamo Nursing Home Inc,,0
235313,99.0,2.0,80.13666666666667,0.41034039034520714,3.4315186181298274,68.57399176954732,11.916773504273504,,control,3.0,MI,The Laurels of Sandy Creek,,0
235319,104.24358974358975,2.5,83.57613247863249,0.30062437767518774,3.2774555644496344,63.47934156378601,14.754572649572651,,control,3.0,MI,Regency at St. Clair Shores,,0
235320,143.0,1.5,91.5257264957265,0.1507045096931957,3.5292976534494236,61.08543209876543,17.054487179487182,,control,3.0,MI,Lahser Hills Care Centre,,0
235321,140.0,12.5,97.15060670810671,0.4659168371391744,5.492564970548848,83.6564609053498,4.088175343175344,,control,3.0,MI,Marquette County Medical Care Facility,,0
235322,64.0,5.0,70.59855866355866,0.372190236998861,4.026397647374877,76.24234567901235,10.876783216783217,,control,3.0,MI,Oakridge Manor Nursing and Rehabilitation Center L,,0
235325,170.0277777777778,3.5,80.39004273504274,0.5405428684612207,3.708356497096724,77.76748971193415,10.83715811965812,,control,3.0,MI,The Villa at City Center,,0
235327,112.03846153846155,2.5,87.07134615384616,0.25289274808130613,3.1084864028472747,69.09989711934156,11.008696581196581,,control,3.0,MI,The Laurels of Hudsonville,,0
235329,97.63247863247864,9.0,78.95319800569801,0.2458641564119727,3.908102086765867,68.10694101508916,15.416182336182338,,control,3.0,MI,"MAGNUMCARE OF SAGINAW, LLC",,0
235330,147.05128205128207,5.0,70.38482905982906,0.5439260128565573,3.5933754911475346,74.62234567901234,11.893782051282052,,control,3.0,MI,Medilodge of Livingston,,0
235331,235.15384615384616,4.0,87.7775641025641,0.8129568423637531,3.362168499615806,66.9117489711934,12.797799145299145,,control,3.0,MI,Medilodge of Howell,,0
235332,230.0,2.5,87.27491452991454,0.40501098215041736,3.258834873239762,72.47160493827161,11.618846153846155,,control,3.0,MI,"Westland, A Villa Center",,0
235333,244.00000000000003,1.5,88.78074786324787,0.21634524425276042,3.5140171087826335,64.6737037037037,15.278760683760686,,control,3.0,MI,"Regency, A Villa Center",,0
235335,60.0,2.5,82.83948717948718,0.3444890749197913,3.393320899137734,69.61329218106995,13.505897435897438,,control,3.0,MI,Gladwin Nursing and Rehabilitation Community,,0
235339,147.21794871794873,1.0,90.45869658119659,0.5240342940633458,4.204574539490261,74.45057613168724,2.703589743589744,,control,3.0,MI,Edison Christian Health Center,,0
235343,159.0,2.5,85.75262820512822,0.3586142448605554,3.1953536987598667,70.09942386831275,13.151752136752137,,control,3.0,MI,Kith Haven,,0
235345,117.53846153846155,1.0,83.23482905982907,0.25480420606839166,3.9330368172007013,58.21259259259259,16.325448717948717,,control,3.0,MI,Froh Community Home,,0
235347,150.47435897435898,2.5,80.25121794871797,0.2804854846102599,3.715231141336694,76.2801646090535,6.948269230769231,,control,3.0,MI,Medilodge of Zeeland,,0
235348,132.0,7.5,80.12195804195804,0.475217547721275,3.0288698399950986,68.00601010101009,14.703131313131315,,control,3.0,MI,CRESTMONT NURSING CARE CENTER,,0
235352,80.0,5.0,94.6207264957265,0.5752125663518712,4.15155472783442,72.73829218106995,9.829871794871796,,control,3.0,MI,Cass County Medical Care Facility,,0
235356,126.0,1.5,89.68903846153847,0.4688537492743118,3.190079184380754,68.56076131687243,9.841346153846153,,control,3.0,MI,Medilodge at the Shore,,0
235359,83.63034188034189,1.0,91.16568376068376,0.26899501775854684,2.9521310554918285,62.60728395061729,19.860833333333336,,control,3.0,MI,Faith Haven Senior Care Centre,,0
235360,120.10897435897436,4.5,82.51527777777778,0.4544347217070243,4.1981461750111695,51.32748971193415,28.249059829059828,,control,3.0,MI,Arbor Manor Care Center,,0
235361,100.0,0.0,69.0982905982906,0.23212209099119796,2.8368927756060462,74.52137860082304,11.063782051282052,,control,3.0,MI,"Niles Care Center, LLC",,0
235367,99.0,0.5,88.40873931623932,0.4016097895420422,4.467443701088141,75.62098765432098,11.700918803418805,,control,3.0,MI,Norlite Nursing Center,,0
235369,240.0,1.5,90.46258547008547,0.23515955379369802,3.9582379077511556,67.11419753086419,14.547329059829062,,control,3.0,MI,Marwood Manor Nursing Home,,0
235370,175.02564102564105,6.5,76.57547008547009,0.2567598593951734,3.176793903308616,61.824279835390946,18.947628205128204,,control,3.0,MI,Medilodge of St. Clair,,0
235371,119.21794871794873,2.0,82.54115384615385,0.3533236952303618,3.600009751030048,65.48388888888888,14.450790598290599,,control,3.0,MI,Medilodge of Yale,,0
235373,83.4957264957265,2.5,91.205,0.5737254621248716,3.723633436569914,55.242921810699585,11.884636752136753,,control,3.0,MI,Heartwood Lodge Trinity Health,,0
235374,102.0,5.0,87.8306623931624,0.21121567012982964,3.859848927555552,75.17037037037036,11.425128205128207,,control,3.0,MI,West Oaks Senior Care & Rehab Center,,0
235375,150.0,8.0,90.11690170940172,0.503302237739243,3.565029262292442,48.24880658436214,20.22260683760684,,control,3.0,MI,"Applewood Nursing Center, Inc",,0
235376,93.39529914529915,2.0,53.400000000000006,0.418282978916099,4.383158540857686,25.850390946502056,49.99198717948718,,control,3.0,MI,Belle Fountain Nursing & Rehabilitation Center,,0
235378,145.0,6.0,94.26326923076924,0.6091856515831282,4.260729475681693,67.72849794238684,9.569572649572649,,control,3.0,MI,Resthaven Care Center,,0
235380,102.0,0.5,83.37314102564103,0.40852971722392856,4.035519557675474,64.68769547325103,13.609273504273503,,control,3.0,MI,The Villa at Rose City,,0
235381,51.0,2.0,94.55136752136752,0.364742496109646,3.8398727380341118,73.92720164609052,16.44403846153846,,control,3.0,MI,MyMichigan Medical Center Sault,,0
235382,64.0,2.0,95.69222222222223,0.07561171257235225,2.691382514031291,46.0308024691358,2.217777777777778,,control,3.0,MI,Hamilton Nursing Home,,0
235383,169.0,5.5,90.93491452991454,0.22344133376662018,3.020052785021803,70.28497942386831,13.554123931623932,,control,3.0,MI,"St. Joseph's, A Villa Center",,0
235384,103.50854700854701,1.0,85.86760683760684,0.4748522716393589,3.4832434491497777,60.66827160493827,16.158782051282053,,control,3.0,MI,Schnepp Senior Care and Rehabilitation Center,,0
235385,111.76923076923077,4.0,79.10467948717948,0.3781140650981224,3.4020866282016735,60.193168724279836,18.39019230769231,,control,3.0,MI,The Laurels of Mt. Pleasant,,0
