omega_landlord,facility_name_source,city_state_source,ccn_str,match_method,city_source,state,provider_name_latest,provider_state,year,event_time,ltcfocus_facility_name,ltcfocus_state,ltcfocus_total_beds,ltcfocus_residents,ltcfocus_avg_dailycensus,ltcfocus_medicaid_share,ltcfocus_medicare_share,ltcfocus_rn_hprd,ltcfocus_lpn_hprd,ltcfocus_cna_hprd,ltcfocus_directcare_hprd,pbj_source_files,pbj_days_observed,pbj_mean_census,pbj_total_rn_hours,pbj_total_nurse_hours,pbj_mean_rn_hprd,pbj_mean_nurse_hprd,cms_provider_name,cms_ownership_type,cms_legal_business_name,cms_chain_name,cms_overall_rating,cms_health_rating,cms_qm_rating,cms_staffing_rating,cms_rn_staffing_rating,cms_reported_total_nurse_hprd,cms_chow_last_12mos,cms_total_weighted_health_survey_score,cms_substantiated_complaints,deficiency_citations,deficiency_standard_citations,deficiency_complaint_citations,deficiency_infection_control_citations,deficiency_actual_harm_or_ij_citations,deficiency_unique_survey_dates,survey_summary_rows,survey_summary_total_health_deficiencies,survey_summary_total_fire_safety_deficiencies,survey_summary_infection_control_deficiencies
"FC Encore Archdale, LLC",Westwood Health and Rehabilitation Center,"Archdale, North Carolina",345450,fuzzy_provider_name,Archdale,NC,Westwood Health and Rehabilitation,NC,2018,-1,WESTWOOD HEALTH AND REHABILITA,NC,68,53,59.53,67.74,16.13,0.101,1.225,2.052,3.378,4,365,59.38288740245262,12813.93,68662.95999999999,0.5910408005307068,3.1735687441203595,WESTWOOD HEALTH AND REHABILITA,For profit - Corporation,"WESTWOOD HEALTHCARE, LLC",,,,,,3.0,3.26529,N,69.600,18.0,6.0,6.0,0.0,,0.0,1.0,1.0,6.0,5.0,
"FC Encore Archdale, LLC",Westwood Health and Rehabilitation Center,"Archdale, North Carolina",345450,fuzzy_provider_name,Archdale,NC,Westwood Health and Rehabilitation,NC,2019,0,WESTWOOD HEALTH AND REHABILITA,NC,68,54,57.97,70.49,1.64,,,,,4,365,57.51939401178531,10187.56,69096.08,0.4852808518698714,3.2980900825882085,WESTWOOD HEALTH AND REHABILITA,For profit - Corporation,"WESTWOOD HEALTHCARE, LLC",,,,,,2.0,3.40764,N,308.333,10.0,20.0,20.0,4.0,,7.0,1.0,1.0,20.0,13.0,
"FC Encore Archdale, LLC",Westwood Health and Rehabilitation Center,"Archdale, North Carolina",345450,fuzzy_provider_name,Archdale,NC,Westwood Health and Rehabilitation,NC,2020,1,WESTWOOD HEALTH AND REHABILITA,NC,68,54,42.07,66.1,8.47,,,,,4,366,52.42979574773053,9505.58,59679.100000000006,0.5071142782037735,3.111008904405016,WESTWOOD HEALTH AND REHABILITA,For profit - Corporation,"WESTWOOD HEALTHCARE, LLC",,1.0,1.0,3.0,2.0,2.0,3.24995,N,235.333,10.0,10.0,10.0,0.0,,0.0,1.0,1.0,10.0,13.0,
"FC Encore Archdale, LLC",Westwood Health and Rehabilitation Center,"Archdale, North Carolina",345450,fuzzy_provider_name,Archdale,NC,Westwood Health and Rehabilitation,NC,2021,2,WESTWOOD HEALTH AND REHABILITATION,NC,68,43,47.37,56.25,16.67,,,,,4,365,47.19461498646281,10543.28,51559.83,0.6147630632524848,3.0149041049596135,WESTWOOD HEALTH AND REHABILITATION,For profit - Corporation,"WESTWOOD HEALTHCARE, LLC",,1.0,1.0,3.0,3.0,3.0,3.2678,N,235.333,10.0,,,,,,,,,,
"FC Encore Yadkinville, LLC",Willowbrook Rehabilitation and Care Center,"Yadkinville, North Carolina",345466,exact_provider_name,Yadkinville,NC,Willowbrook Rehabilitation and Care,NC,2017,-2,WILLOWBROOK REHABILITATION AND CARE CENTER,NC,76,62,66.41,79.41,7.35,0.304,0.961,2.151,3.416,4,365,66.15912233901363,10853.65,79754.01999999999,0.4495648631896196,3.306693457395217,WILLOWBROOK REHABILITATION AND CARE CENTER,For profit - Partnership,"WILLOWBROOK HEALTHCARE, LLC",,4.0,4.0,5.0,1.0,1.0,3.88095,N,14.000,3.0,,,,,,,,,,
"FC Encore Yadkinville, LLC",Willowbrook Rehabilitation and Care Center,"Yadkinville, North Carolina",345466,exact_provider_name,Yadkinville,NC,Willowbrook Rehabilitation and Care,NC,2018,-1,WILLOWBROOK REHABILITATION AND CARE CENTER,NC,76,62,68.62,79.41,7.35,0.304,0.961,2.151,3.416,4,365,68.1837971810798,11028.25,76631.01999999999,0.4434784950041181,3.086946604794446,WILLOWBROOK REHABILITATION AND CARE CENTER,For profit - Partnership,"WILLOWBROOK HEALTHCARE, LLC",,,,,,2.0,3.02245,N,7.200,0.0,3.0,3.0,0.0,,0.0,1.0,1.0,3.0,9.0,
"FC Encore Yadkinville, LLC",Willowbrook Rehabilitation and Care Center,"Yadkinville, North Carolina",345466,exact_provider_name,Yadkinville,NC,Willowbrook Rehabilitation and Care,NC,2019,0,WILLOWBROOK REHABILITATION AND CARE CENTER,NC,76,65,69.33,72.97,12.16,,,,,4,365,68.85293239369327,12551.93,75394.52,0.5001939196777074,3.0050133176939706,WILLOWBROOK REHABILITATION AND CARE CENTER,For profit - Partnership,"WILLOWBROOK HEALTHCARE, LLC",,,,,,2.0,3.10443,N,12.667,1.0,4.0,4.0,1.0,,0.0,1.0,1.0,4.0,3.0,
"FC Encore Yadkinville, LLC",Willowbrook Rehabilitation and Care Center,"Yadkinville, North Carolina",345466,exact_provider_name,Yadkinville,NC,Willowbrook Rehabilitation and Care,NC,2020,1,WILLOWBROOK REHABILITATION AND CARE CENTER,NC,76,64,49.8,69.12,1.47,,,,,4,366,65.73375537505973,14571.72,75972.17,0.6063927345155493,3.1612199540485655,WILLOWBROOK REHABILITATION AND CARE CENTER,For profit - Partnership,"WILLOWBROOK HEALTHCARE, LLC",,4.0,4.0,2.0,3.0,3.0,3.18063,N,14.667,1.0,4.0,4.0,0.0,,0.0,1.0,1.0,4.0,2.0,
"FC Encore Yadkinville, LLC",Willowbrook Rehabilitation and Care Center,"Yadkinville, North Carolina",345466,exact_provider_name,Yadkinville,NC,Willowbrook Rehabilitation and Care,NC,2021,2,WILLOWBROOK REHABILITATION AND CARE CENTER,NC,76,57,62.21,61.02,11.86,,,,,4,365,61.82483343950736,11817.21,74971.69,0.5248199091450405,3.3275853164570073,WILLOWBROOK REHABILITATION AND CARE CENTER,For profit - Partnership,"WILLOWBROOK HEALTHCARE, LLC",,3.0,3.0,4.0,2.0,2.0,3.25937,N,18.667,1.0,,,,,,,,,,
"FC Encore Charlotte, LLC",Wilora Lake Healthcare Center,"Charlotte, North Carolina",345473,exact_provider_name,Charlotte,NC,Wilora Lake Healthcare,NC,2017,-2,WILORA LAKE HEALTHCARE CENTER,NC,70,61,63.83,56.06,16.67,0.151,0.895,2.356,3.402,4,365,63.33289934702978,11920.13,76847.48000000001,0.5159245730885256,3.3285175626081314,WILORA LAKE HEALTHCARE CENTER,For profit - Corporation,"WILORA LAKE HEALTHCARE, LLC",,1.0,1.0,3.0,2.0,2.0,3.83409,N,68.833,17.0,8.0,8.0,2.0,,1.0,1.0,1.0,8.0,0.0,
"FC Encore Charlotte, LLC",Wilora Lake Healthcare Center,"Charlotte, North Carolina",345473,exact_provider_name,Charlotte,NC,Wilora Lake Healthcare,NC,2018,-1,WILORA LAKE HEALTHCARE CENTER,NC,70,55,64.11,61.19,13.43,,,0.0,,4,365,63.57553750597229,14326.41,70868.65,0.6161773418742896,3.0597716564883606,WILORA LAKE HEALTHCARE CENTER,For profit - Corporation,"WILORA LAKE HEALTHCARE, LLC",,,,,,4.0,2.84463,N,46.800,18.0,9.0,9.0,4.0,,0.0,2.0,2.0,9.0,8.0,
"FC Encore Charlotte, LLC",Wilora Lake Healthcare Center,"Charlotte, North Carolina",345473,exact_provider_name,Charlotte,NC,Wilora Lake Healthcare,NC,2019,0,WILORA LAKE HEALTHCARE CENTER,NC,70,53,64.45,60.61,18.18,,,,,4,365,64.68101210383819,11274.85,78349.04,0.4789097522718551,3.32508732065362,WILORA LAKE HEALTHCARE CENTER,For profit - Corporation,"WILORA LAKE HEALTHCARE, LLC",,,,,,2.0,3.13196,N,63.167,12.0,,,,,,,,,,
"FC Encore Charlotte, LLC",Wilora Lake Healthcare Center,"Charlotte, North Carolina",345473,exact_provider_name,Charlotte,NC,Wilora Lake Healthcare,NC,2020,1,WILORA LAKE HEALTHCARE CENTER,NC,70,62,43.81,60.61,18.18,,,,,4,366,59.53416149068323,11921.77,71461.76,0.5552649038553938,3.3225244029863203,WILORA LAKE HEALTHCARE CENTER,For profit - Corporation,"WILORA LAKE HEALTHCARE, LLC",,3.0,2.0,5.0,2.0,2.0,2.87222,N,43.667,10.0,,,,,,,,,,
"FC Encore Charlotte, LLC",Wilora Lake Healthcare Center,"Charlotte, North Carolina",345473,exact_provider_name,Charlotte,NC,Wilora Lake Healthcare,NC,2021,2,WILORA LAKE HEALTHCARE CENTER,NC,70,44,53.18,74.51,5.88,,,,,4,365,52.71492740351436,8213.31,65178.51,0.4368381988734591,3.4318951358995116,WILORA LAKE HEALTHCARE CENTER,For profit - Corporation,"WILORA LAKE HEALTHCARE, LLC",,2.0,2.0,4.0,2.0,2.0,3.37481,N,49.167,12.0,8.0,7.0,4.0,0.0,1.0,2.0,1.0,7.0,2.0,1.0
Mifflin Re Owner LLC,Locust Grove Retirement Village,"Mifflin, Pennsylvania",395350,exact_provider_name,Mifflin,PA,LOCUST GROVE RETIREMENT VILLAGE,PA,2017,-2,LOCUST GROVE RETIREMENT VILLAGE,PA,104,80,92.85,67.03,5.49,0.36,1.869,1.877,4.106,4,365,92.12596153846154,15960.04,103632.64,0.4767457036328537,3.0861731518508444,LOCUST GROVE RETIREMENT VILLAGE,For profit - Corporation,"LOCUST GROVE FACILITY OPERATIONS, LLC",,5.0,3.0,5.0,4.0,3.0,4.63296,N,43.333,1.0,6.0,5.0,1.0,,0.0,2.0,1.0,5.0,0.0,
Mifflin Re Owner LLC,Locust Grove Retirement Village,"Mifflin, Pennsylvania",395350,exact_provider_name,Mifflin,PA,LOCUST GROVE RETIREMENT VILLAGE,PA,2018,-1,LOCUST GROVE RETIREMENT VILLAGE,PA,104,76,91.93,74.7,2.41,0.364,0.992,2.121,3.477,4,365,91.12875988745554,14693.74,107245.15,0.4430299501709482,3.2265708098636736,LOCUST GROVE RETIREMENT VILLAGE,For profit - Corporation,"LOCUST GROVE FACILITY OPERATIONS, LLC",,,,,,3.0,3.24213,N,50.400,3.0,7.0,5.0,2.0,,0.0,3.0,1.0,5.0,4.0,
Mifflin Re Owner LLC,Locust Grove Retirement Village,"Mifflin, Pennsylvania",395350,exact_provider_name,Mifflin,PA,LOCUST GROVE RETIREMENT VILLAGE,PA,2019,0,LOCUST GROVE RETIREMENT VILLAGE,PA,104,86,92.73,73.63,4.4,,,,,4,365,92.80044261294262,15220.12,109592.08,0.4493527074815946,3.237969440191234,LOCUST GROVE RETIREMENT VILLAGE,For profit - Corporation,"LOCUST GROVE FACILITY OPERATIONS, LLC",,,,,,2.0,3.29075,N,46.667,3.0,12.0,11.0,2.0,,0.0,2.0,1.0,11.0,2.0,
Mifflin Re Owner LLC,Locust Grove Retirement Village,"Mifflin, Pennsylvania",395350,exact_provider_name,Mifflin,PA,LOCUST GROVE RETIREMENT VILLAGE,PA,2020,1,LOCUST GROVE RETIREMENT VILLAGE,PA,104,88,72.72,61.46,10.42,,,,,4,366,91.83782250358335,15479.72,110682.78,0.4627150891115326,3.3040790502129136,LOCUST GROVE RETIREMENT VILLAGE,For profit - Corporation,"LOCUST GROVE FACILITY OPERATIONS, LLC",,3.0,3.0,4.0,2.0,2.0,3.36093,N,40.000,4.0,4.0,4.0,0.0,,0.0,1.0,1.0,4.0,8.0,
Mifflin Re Owner LLC,Locust Grove Retirement Village,"Mifflin, Pennsylvania",395350,exact_provider_name,Mifflin,PA,LOCUST GROVE RETIREMENT VILLAGE,PA,2021,2,LOCUST GROVE RETIREMENT VILLAGE,PA,104,58,71.74,55.56,11.11,,,,,4,365,71.28606266921484,13525.34,90129.1,0.5372412042219127,3.5503253065412492,LOCUST GROVE RETIREMENT VILLAGE,For profit - Corporation,"LOCUST GROVE FACILITY OPERATIONS, LLC",,4.0,3.0,5.0,2.0,2.0,3.36847,N,43.333,1.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,9.0,5.0,0.0
Everett Re Owner LLC,Pennknoll Village,"Everett, Pennsylvania",395422,exact_provider_name,Everett,PA,PENNKNOLL VILLAGE,PA,2017,-2,PENNKNOLL VILLAGE,PA,133,119,123.4,75.63,9.24,0.471,0.831,2.103,3.405,4,365,122.30492713807932,25785.89,152911.66,0.5782955522412694,3.4282794745983325,PENNKNOLL VILLAGE,For profit - Corporation,"PENNKNOLL VILLAGE FACILITY OPERATIONS, LLC",,1.0,1.0,2.0,3.0,3.0,3.69327,N,109.833,18.0,10.0,10.0,0.0,,1.0,1.0,1.0,10.0,0.0,
Everett Re Owner LLC,Pennknoll Village,"Everett, Pennsylvania",395422,exact_provider_name,Everett,PA,PENNKNOLL VILLAGE,PA,2018,-1,PENNKNOLL VILLAGE,PA,133,104,124.12,76.19,6.35,,,0.0,,4,365,123.30789602909168,22488.81,145164.22999999998,0.5009668333629302,3.2274510666769984,PENNKNOLL VILLAGE,For profit - Corporation,"PENNKNOLL VILLAGE FACILITY OPERATIONS, LLC",,,,,,3.0,3.2187,N,100.000,17.0,22.0,17.0,5.0,,0.0,2.0,1.0,17.0,4.0,
Everett Re Owner LLC,Pennknoll Village,"Everett, Pennsylvania",395422,exact_provider_name,Everett,PA,PENNKNOLL VILLAGE,PA,2019,0,PENNKNOLL VILLAGE,PA,133,113,122.59,77.69,4.13,,,,,4,365,121.6259011519881,22804.63,146169.21,0.514165760828529,3.2941231484596756,PENNKNOLL VILLAGE,For profit - Corporation,"PENNKNOLL VILLAGE FACILITY OPERATIONS, LLC",,,,,,2.0,3.3488,N,99.333,6.0,21.0,17.0,4.0,,1.0,2.0,1.0,17.0,11.0,
Everett Re Owner LLC,Pennknoll Village,"Everett, Pennsylvania",395422,exact_provider_name,Everett,PA,PENNKNOLL VILLAGE,PA,2020,1,PENNKNOLL VILLAGE,PA,133,118,95.03,64.15,10.38,,,,,4,366,119.3513795986622,25479.61,144615.13,0.5835050253300476,3.334538115269514,PENNKNOLL VILLAGE,For profit - Corporation,"PENNKNOLL VILLAGE FACILITY OPERATIONS, LLC",,1.0,1.0,3.0,3.0,3.0,3.33202,N,102.000,5.0,,,,,,,,,,
Everett Re Owner LLC,Pennknoll Village,"Everett, Pennsylvania",395422,exact_provider_name,Everett,PA,PENNKNOLL VILLAGE,PA,2021,2,PENNKNOLL VILLAGE,PA,133,87,101.85,64.15,10.38,,,,,4,365,101.8455586080586,21133.72,124558.39,0.5693490419582081,3.3636519998960717,PENNKNOLL VILLAGE,For profit - Corporation,"PENNKNOLL VILLAGE FACILITY OPERATIONS, LLC",,1.0,1.0,4.0,2.0,2.0,3.32533,N,81.333,4.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,10.0,8.0,1.0
Everett Re Owner LLC,The Manor at Penn Village,"Everett, Pennsylvania",395172,fuzzy_provider_name,Everett,PA,"MANOR AT PENN VILLAGE, THE",PA,2017,-2,"MANOR AT PENN VILLAGE, THE",PA,159,140,146.25,73.05,6.38,0.243,0.729,2.087,3.06,4,365,145.17764174231564,20109.29,174856.76,0.3802884681323922,3.3022810328640215,"MANOR AT PENN VILLAGE, THE",For profit - Partnership,"PENN VILLAGE FACILITY OPERATIONS, LLC",,1.0,2.0,4.0,1.0,1.0,3.26205,N,60.667,8.0,9.0,9.0,0.0,,0.0,1.0,1.0,9.0,0.0,
Everett Re Owner LLC,The Manor at Penn Village,"Everett, Pennsylvania",395172,fuzzy_provider_name,Everett,PA,"MANOR AT PENN VILLAGE, THE",PA,2018,-1,"MANOR AT PENN VILLAGE, THE",PA,159,129,145.95,74.31,6.25,,,0.0,,4,365,144.71018739714393,19597.49,173332.56,0.3711448748883953,3.282889998000578,"MANOR AT PENN VILLAGE, THE",For profit - Corporation,"PENN VILLAGE FACILITY OPERATIONS, LLC",,,,,,2.0,3.28783,N,90.000,10.0,10.0,7.0,3.0,,0.0,4.0,1.0,7.0,11.0,
Everett Re Owner LLC,The Manor at Penn Village,"Everett, Pennsylvania",395172,fuzzy_provider_name,Everett,PA,"MANOR AT PENN VILLAGE, THE",PA,2019,0,"MANOR AT PENN VILLAGE, THE",PA,159,123,140.1,68.57,9.29,,,,,4,365,140.06310784626,19361.02,165575.81,0.3787070596394952,3.2398694891227517,"MANOR AT PENN VILLAGE, THE",For profit - Corporation,"PENN VILLAGE FACILITY OPERATIONS, LLC",,,,,,2.0,3.26202,N,84.333,4.0,17.0,15.0,2.0,,0.0,2.0,1.0,15.0,8.0,
Everett Re Owner LLC,The Manor at Penn Village,"Everett, Pennsylvania",395172,fuzzy_provider_name,Everett,PA,"MANOR AT PENN VILLAGE, THE",PA,2020,1,"MANOR AT PENN VILLAGE, THE",PA,159,136,103.4,68.75,10.71,,,,,4,366,129.0785355948399,22160.7,155438.33,0.479400690710508,3.3209401669814036,"MANOR AT PENN VILLAGE, THE",For profit - Corporation,"PENN VILLAGE FACILITY OPERATIONS, LLC",,2.0,2.0,4.0,2.0,2.0,3.1292,N,83.000,5.0,,,,,,,,,,
Everett Re Owner LLC,The Manor at Penn Village,"Everett, Pennsylvania",395172,fuzzy_provider_name,Everett,PA,"MANOR AT PENN VILLAGE, THE",PA,2021,2,"MANOR AT PENN VILLAGE, THE",PA,159,118,117.45,68.75,10.71,,,,,4,365,117.07218041620216,22743.0,139220.11,0.5330067267774541,3.260169287458061,"MANOR AT PENN VILLAGE, THE",For profit - Corporation,"PENN VILLAGE FACILITY OPERATIONS, LLC",,3.0,2.0,5.0,2.0,2.0,3.19227,N,71.333,4.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,5.0,0.0
Hazleton Re Owner LLC,The Manor at St. Luke Village,"Hazleton, Pennsylvania",395636,fuzzy_provider_name,Hazleton,PA,"MANOR AT ST LUKE VILLAGE,THE",PA,2017,-2,"MANOR AT ST LUKE VILLAGE,THE",PA,104,89,96.46,77.0,10.0,0.251,0.948,1.96,3.159,4,365,95.9357176036524,14977.16,117177.83,0.4283582754237733,3.349942163279833,"MANOR AT ST LUKE VILLAGE,THE",For profit - Corporation,"MANOR AT ST. LUKE VILLAGE FACILITY OPERATIONS, LLC",,1.0,1.0,4.0,1.0,2.0,3.4325,N,106.667,5.0,23.0,19.0,4.0,,0.0,2.0,1.0,19.0,0.0,
Hazleton Re Owner LLC,The Manor at St. Luke Village,"Hazleton, Pennsylvania",395636,fuzzy_provider_name,Hazleton,PA,"MANOR AT ST LUKE VILLAGE,THE",PA,2018,-1,"MANOR AT ST LUKE VILLAGE,THE",PA,104,90,94.38,73.12,11.83,0.253,0.992,1.985,3.23,4,365,94.00175651643043,15909.68,115821.61,0.4633898550477588,3.3765786939643174,"MANOR AT ST LUKE VILLAGE,THE",For profit - Corporation,"MANOR AT ST. LUKE VILLAGE FACILITY OPERATIONS, LLC",,,,,,2.0,3.35383,N,108.800,10.0,13.0,10.0,6.0,,1.0,2.0,1.0,10.0,4.0,
Hazleton Re Owner LLC,The Manor at St. Luke Village,"Hazleton, Pennsylvania",395636,fuzzy_provider_name,Hazleton,PA,"MANOR AT ST LUKE VILLAGE,THE",PA,2019,0,"MANOR AT ST LUKE VILLAGE,THE",PA,104,91,93.58,75.0,11.36,,,,,4,365,93.30140083346603,17445.04,120840.28,0.5131881493891665,3.552568728931467,"MANOR AT ST LUKE VILLAGE,THE",For profit - Corporation,"MANOR AT ST. LUKE VILLAGE FACILITY OPERATIONS, LLC",,,,,,2.0,3.66107,N,122.667,15.0,19.0,18.0,4.0,,0.0,2.0,1.0,18.0,8.0,
Hazleton Re Owner LLC,The Manor at St. Luke Village,"Hazleton, Pennsylvania",395636,fuzzy_provider_name,Hazleton,PA,"MANOR AT ST LUKE VILLAGE,THE",PA,2020,1,"MANOR AT ST LUKE VILLAGE,THE",PA,104,92,68.02,74.74,15.79,,,,,4,366,92.8537087912088,15900.29,110328.9,0.4680962829337315,3.24706605020138,"MANOR AT ST LUKE VILLAGE,THE",For profit - Corporation,"MANOR AT ST. LUKE VILLAGE FACILITY OPERATIONS, LLC",,1.0,1.0,4.0,2.0,2.0,3.35412,N,116.000,11.0,,,,,,,,,,
Hazleton Re Owner LLC,The Manor at St. Luke Village,"Hazleton, Pennsylvania",395636,fuzzy_provider_name,Hazleton,PA,"MANOR AT ST LUKE VILLAGE,THE",PA,2021,2,"MANOR AT ST LUKE VILLAGE,THE",PA,104,82,82.49,67.06,18.82,,,,,4,365,82.3895226150661,15610.76,100470.9,0.5213474672924621,3.3475970757560267,"MANOR AT ST LUKE VILLAGE,THE",For profit - Corporation,"MANOR AT ST. LUKE VILLAGE FACILITY OPERATIONS, LLC",,3.0,2.0,5.0,3.0,3.0,3.26198,N,49.333,6.0,9.0,7.0,0.0,2.0,0.0,2.0,1.0,7.0,3.0,0.0
Hazleton Re Owner LLC,The Pavilion at St. Luke Village,"Hazleton, Pennsylvania",395265,fuzzy_provider_name,Hazleton,PA,"PAVILION AT ST LUKE VILLAGE, THE",PA,2017,-2,"PAVILION AT ST LUKE VILLAGE, THE",PA,120,102,108.52,68.18,20.91,0.311,0.712,2.067,3.09,4,365,107.58704345171736,20452.96,127085.86,0.5217718987513577,3.2426680309108264,"PAVILION AT ST LUKE VILLAGE, THE",For profit - Corporation,"PAVILION AT ST. LUKE VILLAGE FACILITY OPERATIONS, LLC",,1.0,1.0,4.0,1.0,2.0,3.35682,N,92.667,8.0,15.0,15.0,3.0,,0.0,1.0,1.0,15.0,0.0,
Hazleton Re Owner LLC,The Pavilion at St. Luke Village,"Hazleton, Pennsylvania",395265,fuzzy_provider_name,Hazleton,PA,"PAVILION AT ST LUKE VILLAGE, THE",PA,2018,-1,"PAVILION AT ST LUKE VILLAGE, THE",PA,120,92,101.7,68.18,20.91,0.311,0.712,2.067,3.09,4,365,100.70928160004247,19917.34,120909.96,0.5446719834021411,3.293281938737575,"PAVILION AT ST LUKE VILLAGE, THE",For profit - Corporation,"PAVILION AT ST. LUKE VILLAGE FACILITY OPERATIONS, LLC",,,,,,3.0,3.41073,N,96.000,11.0,3.0,0.0,3.0,,0.0,3.0,,,,
Hazleton Re Owner LLC,The Pavilion at St. Luke Village,"Hazleton, Pennsylvania",395265,fuzzy_provider_name,Hazleton,PA,"PAVILION AT ST LUKE VILLAGE, THE",PA,2019,0,"PAVILION AT ST LUKE VILLAGE, THE",PA,120,99,102.95,75.76,16.16,,,,,4,365,102.91153514360036,18051.87,117886.82,0.4825907767197637,3.1433124638930408,"PAVILION AT ST LUKE VILLAGE, THE",For profit - Corporation,"PAVILION AT ST. LUKE VILLAGE FACILITY OPERATIONS, LLC",,,,,,2.0,3.09902,N,124.000,17.0,3.0,0.0,3.0,,0.0,2.0,,,,
Hazleton Re Owner LLC,The Pavilion at St. Luke Village,"Hazleton, Pennsylvania",395265,fuzzy_provider_name,Hazleton,PA,"PAVILION AT ST LUKE VILLAGE, THE",PA,2020,1,"PAVILION AT ST LUKE VILLAGE, THE",PA,120,94,70.75,66.23,20.78,,,,,4,366,91.48494983277592,17199.010000000002,103655.14,0.5165399470407402,3.096950486340625,"PAVILION AT ST LUKE VILLAGE, THE",For profit - Corporation,"PAVILION AT ST. LUKE VILLAGE FACILITY OPERATIONS, LLC",,1.0,1.0,3.0,2.0,2.0,3.06845,N,96.667,15.0,,,,,,,,,,
Hazleton Re Owner LLC,The Pavilion at St. Luke Village,"Hazleton, Pennsylvania",395265,fuzzy_provider_name,Hazleton,PA,"PAVILION AT ST LUKE VILLAGE, THE",PA,2021,2,"PAVILION AT ST LUKE VILLAGE, THE",PA,120,81,85.53,66.23,20.78,,,,,4,365,85.28739648033127,16248.4,93785.51,0.5243032915544579,3.0152027109777872,"PAVILION AT ST LUKE VILLAGE, THE",For profit - Corporation,"PAVILION AT ST. LUKE VILLAGE FACILITY OPERATIONS, LLC",,2.0,2.0,4.0,2.0,2.0,2.93909,N,63.333,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,0.0
"OHI Asset (VA) Ashland, LLC",Ashland Nursing and Rehabilitation Center,"Ashland, Virginia",495362,fuzzy_provider_name,Ashland,VA,ASHLAND NURSING AND REHABILITATION,VA,2017,-2,ASHLAND NURSING AND REHABILITATION,VA,190,158,172.5,68.05,2.96,0.051,0.841,1.996,2.888,4,365,172.4494226787705,9166.31,197623.6,0.1460962520227827,3.1421598161544395,ASHLAND NURSING AND REHABILITATION,For profit - Corporation,"ASHLAND FACILITY OPERATIONS, LLC",,1.0,1.0,2.0,2.0,1.0,3.70525,N,221.333,37.0,8.0,0.0,8.0,,0.0,2.0,,,,
"OHI Asset (VA) Ashland, LLC",Ashland Nursing and Rehabilitation Center,"Ashland, Virginia",495362,fuzzy_provider_name,Ashland,VA,ASHLAND NURSING AND REHABILITATION,VA,2018,-1,ASHLAND NURSING AND REHABILITATION,VA,190,169,170.33,68.05,2.96,0.051,0.841,1.996,2.888,4,365,169.78798375537508,15689.35,194611.48,0.2536192620368462,3.143693205529688,ASHLAND NURSING AND REHABILITATION,For profit - Corporation,"ASHLAND FACILITY OPERATIONS, LLC",,,,,,1.0,3.29352,N,240.000,41.0,27.0,0.0,27.0,,2.0,2.0,,,,
"OHI Asset (VA) Ashland, LLC",Ashland Nursing and Rehabilitation Center,"Ashland, Virginia",495362,fuzzy_provider_name,Ashland,VA,ASHLAND NURSING AND REHABILITATION,VA,2019,0,ASHLAND NURSING AND REHABILITATION,VA,190,149,167.07,62.66,2.53,,,,,4,365,167.6781115623507,21203.28,190160.99,0.3465273135828516,3.108473374480433,ASHLAND NURSING AND REHABILITATION,For profit - Corporation,"ASHLAND FACILITY OPERATIONS, LLC",,,,,,2.0,3.14232,N,283.833,28.0,7.0,0.0,7.0,,1.0,2.0,,,,
"OHI Asset (VA) Ashland, LLC",Ashland Nursing and Rehabilitation Center,"Ashland, Virginia",495362,fuzzy_provider_name,Ashland,VA,ASHLAND NURSING AND REHABILITATION,VA,2020,1,ASHLAND NURSING AND REHABILITATION,VA,190,163,118.08,62.66,2.53,,,,,4,366,152.06680004777832,19480.19,153997.98,0.35207574868679,2.7752871191665336,ASHLAND NURSING AND REHABILITATION,For profit - Corporation,"ASHLAND FACILITY OPERATIONS, LLC",,1.0,1.0,2.0,2.0,2.0,2.61317,N,200.500,24.0,19.0,19.0,2.0,,0.0,1.0,1.0,19.0,4.0,
"OHI Asset (VA) Ashland, LLC",Ashland Nursing and Rehabilitation Center,"Ashland, Virginia",495362,fuzzy_provider_name,Ashland,VA,ASHLAND NURSING AND REHABILITATION,VA,2021,2,ASHLAND NURSING AND REHABILITATION,VA,190,130,141.4,62.66,2.53,,,,,4,365,140.64244173700695,14444.62,128854.18,0.2837650315613329,2.528708674037958,ASHLAND NURSING AND REHABILITATION,For profit - Corporation,"ASHLAND FACILITY OPERATIONS, LLC",,1.0,1.0,3.0,1.0,1.0,2.38414,N,128.500,11.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,
"OHI Asset (VA) Norfolk, LLC",Consulate Health Care of Norfolk,"Norfolk, Virginia",495273,exact_provider_name,Norfolk,VA,Ghent Health and Rehabilitation,VA,2017,-2,CONSULATE HEALTH CARE OF NORFOLK,VA,222,207,213.01,3.77,95.75,0.273,0.862,1.992,3.127,4,365,212.07095211551737,25191.21,226955.64,0.3253573534935427,2.93277056370929,CONSULATE HEALTH CARE OF NORFOLK,For profit - Corporation,"NORFOLK FACILITY OPERATIONS, LLC",,3.0,3.0,3.0,3.0,3.0,3.38136,N,36.667,10.0,7.0,7.0,5.0,,0.0,1.0,1.0,7.0,0.0,
